,full_name,won
1081,Saoirse Ronan,False
1082,Tilda Swinton,False
1083,Tom Wilkinson,False
1084,Tony Revolori,False
1085,Willem Dafoe,False
1086,Allen Leech,False
1087,Benedict Cumberbatch,False
1088,Charles Dance,False
1089,Keira Knightley,False
1090,Mark Strong,False
1091,Matthew Beard,False
1092,Matthew Goode,False
1093,Rory Kinnear,False
1094,Charlie Cox,False
1095,David Thewlis,False
1096,Eddie Redmayne,False
1097,Emily Watson,False
1098,Felicity Jones,False
1099,Simon Mcburney,False
1100,Andre Braugher,False
1101,Andy Samberg,False
1102,Chelsea Peretti,False
1103,Dirk Blocker,False
1104,Joe Lo Truglio,False
1105,Joel Mckinnon Miller,False
1106,Melissa Fumero,False
1107,Stephanie Beatriz,False
1108,Terry Crews,False
1109,Ariel Winter,False
1110,Aubrey Anderson Emmons,False
1111,Ed O'Neill,False
1112,Eric Stonestreet,False
1113,Jesse Tyler Ferguson,False
1114,Julie Bowen,False
1115,Nolan Gould,False
1116,Rico Rodriguez,False
1117,Sarah Hyland,False
1118,Sofia Vergara,False
1119,Ty Burrell,False
1120,Abigail Savage,True
1121,Adrienne C. Moore,True
1122,Alysia Reiner,True
1123,Annie Golden,True
1124,Barbara Rosenblat,True
1125,Beth Fowler,True
1126,Catherine Curtin,True
1127,Constance Shulman,True
1128,Dale Soules,True
1129,Danielle Brooks,True
1130,Dascha Polanco,True
1131,Diane Guerrero,True
1132,Elizabeth Rodriguez,True
1133,Emma Myles,True
1134,Germar Terrell Gardner,True
1135,Jackie Cruz,True
1136,Jason Biggs,True
1137,Jessica Pimentel,True
1138,Joel Marsh Garland,True
1139,Judith Roberts,True
1140,Julie Lake,True
1141,Kate Mulgrew,True
1142,Kimiko Glenn,True
1143,Lauren Lapkus,True
1144,Laverne Cox,True
1145,Lea Delaria,True
1146,Lin Tucci,True
1147,Lorraine Toussaint,True
1148,Matt Mcgorry,True
1149,Michael J. Harney,True
1150,Natasha Lyonne,True
1151,Nick Sandow,True
1152,Samira Wiley,True
1153,Selenis Leyva,True
1154,Taryn Manning,True
1155,Taylor Schilling,True
1156,Uzo Aduba,True
1157,Vicky Jeudy,True
1158,Yael Stone,True
1159,Yvette Freeman,True
1160,Jim Parsons,False
1161,Johnny Galecki,False
1162,Kaley Cuoco-Sweeting,False
1163,Kunal Nayyar,False
1164,Mayim Bialik,False
1165,Melissa Rauch,False
1166,Simon Helberg,False
1167,Anna Chlumsky,False
1168,Gary Cole,False
1169,Julia Louis-Dreyfus,False
1170,Kevin Dunn,False
1171,Matt Walsh,False
1172,Reid Scott,False
1173,Sufe Bradshaw,False
1174,Timothy Simons ,False
1175,Tony Hale,False
1176,Domenick Lombardozzi,False
1177,John Ellison Conlee,False
1178,Louis Cancelmi,False
1179,Michael Countryman,False
1180,Nicholas Calhoun,False
1181,Paul Calderon,False
1182,Stephen Graham,False
1183,Steve Buscemi,False
1184,Allen Leech,True
1185,Brendan Coyle,True
1186,Cara Theobold,True
1187,David Robb,True
1188,Ed Speleers,True
1189,Elizabeth Mcgovern,True
1190,Hugh Bonneville,True
1191,Jim Carter,True
1192,Joanne Froggatt,True
1193,Kevin Doyle,True
1194,Laura Carmichael,True
1195,Lesley Nicol,True
1196,Lily James,True
1197,Maggie Smith,True
1198,Matt Miline,True
1199,Michael Dockery,True
1200,Penelope Wilton,True
1201,Phyllis Logan,True
1202,Robert James-Collier,True
1203,Sophie Mcshera,True
1204,Ben Crompton,False
1205,Charles Dance,False
1206,Conleth Hill,False
1207,Daniel Portman,False
1208,Dominic Carter,False
1209,Emilia Clarke,False
1210,Gwendoline Christie,False
1211,Iain Glen,False
1212,Ian Mcelhinney,False
1213,Jacob Anderson,False
1214,John Bradley,False
1215,Josef Altin,False
1216,Julian Glover,False
1217,Kit Harington,False
1218,Lena Headey,False
1219,Maisie Williams,False
1220,Mark Stanley,False
1221,Natalie Dormer,False
1222,Nathalie Emmanuel,False
1223,Nikolaj Coster-Waldau,False
1224,Pedro Pascal,False
1225,Peter Dinklage,False
1226,Rory Mccann,False
1227,Sophie Turner,False
1228,Claire Danes,False
1229,Laila Robins,False
1230,Mandy Patinkin,False
1231,Mark Moses,False
1232,Maury Sterling,False
1233,Michael O'Keefe,False
1234,Nazanin Boniadi,False
1235,Nimrat Kaur,False
1236,Numan Acar,False
1237,Raza Jaffrey,False
1238,Rupert Friend,False
1239,Suraj Sharma,False
1240,Tracy Letts,False
1241,Derek Cecil,False
1242,Gerald Mcraney,False
1243,Jayne Atkinson,False
1244,Jimmi Simpson,False
1245,Joanna Going,False
1246,Kevin Spacey,False
1247,Mahershala Ali,False
1248,Michael Kelly,False
1249,Michel Gill,False
1250,Molly Parker,False
1251,Mozhan Marno,False
1252,Nathan Darrow,False
1253,Rachel Brosnahan,False
1254,Robin Wright,False
1255,Sakina Jeffrey,False
1256,Julie Bowen,False
1257,Edie Falco,False
1258,Uzo Aduba,True
1259,Amy Poehler,False
1260,Julia Louis-Dreyfus,False
1261,Maggie Smith,False
1262,Claire Danes,False
1263,Robin Wright,False
1264,Viola Davis,True
1265,Tatiana Maslany,False
1266,Julianna Margulies,False
1267,Jennifer Aniston,False
1268,Rosamund Pike,False
1269,Julianne Moore,True
1270,Felicity Jones,False
1271,Reese Witherspoon,False
1272,Emma Stone,False
1273,Patricia Arquette,False
1274,Meryl Streep,False
1275,Naomi Watts,False
1276,Keira Knightley,False
1277,Ellen Burstyn,False
1278,Frances Mcdormand,True
1279,Maggie Gyllenhaal,False
1280,Julia Roberts,False
1281,Cicely Tyson,False
1282,Debbie Reynolds,True
1283,Louis C.K.,False
1284,Eric Stonestreet,False
1285,Ty Burrell,False
1286,William H. Macy,True
1287,Jim Parsons,False
1288,Steve Buscemi,False
1289,Peter Dinklage,False
1290,Kevin Spacey,True
1291,Matthew Mcconaughey,False
1292,Woody Harrelson,False
1293,Michael Keaton,False
1294,Steve Carell,False
1295,Jake Gyllenhaal,False
1296,Benedict Cumberbatch,False
1297,Eddie Redmayne,True
1298,Edward Norton,False
1299,Ethan Hawke,False
1300,Mark Ruffalo,False
1301,Robert Duvall,False
1302,J.K. Simmons,True
1303,Billy Bob Thornton,False
1304,Adrien Brody,False
1305,Richard Jenkins,False
1306,Benedict Cumberbatch,False
1307,Mark Ruffalo,True
1308,Adepero Oduye,False
1309,Alfre Woodard,False
1310,Benedict Cumberbatch,False
1311,Brad Pitt,False
1312,Chiwetel Ejiofor,False
1313,Garret Dillahunt,False
1314,Lupita Nyong'O,False
1315,Michael Fassbender,False
1316,Michael Kenneth Williams,False
1317,Paul Dano,False
1318,Paul Giamatti,False
1319,Sarah Paulson,False
1320,Scoot Mcnairy,False
1321,Alessandro Nivola,True
1322,Amy Adams,True
1323,Bradley Cooper,True
1324,Christian Bale,True
1325,Elisabeth Rã£ÂHm,True
1326,Jack Huston,True
1327,Jennifer Lawrence,True
1328,Jeremy Renner,True
1329,Louis C.K.,True
1330,Michael Peã£ÂA,True
1331,Paul Herman,True
1332,Robert De Niro,True
1333,Shea Whigham,True
1334,Abigail Breslin,False
1335,Benedict Cumberbatch,False
1336,Chris Cooper,False
1337,Dermot Mulroney,False
1338,Ewan Mcgregor,False
1339,Julia Roberts,False
1340,Julianne Nicholson,False
1341,Juliette Lewis,False
1342,Margo Martindale,False
1343,Meryl Streep,False
1344,Misty Upham,False
1345,Sam Shepard,False
1346,Dallas Roberts,False
1347,Denis O'Hare,False
1348,Jared Leto,False
1349,Jennifer Garner,False
1350,Matthew Mcconaughey,False
1351,Steve Zahn,False
1352,Alan Rickman,False
1353,Alex Pettyfer,False
1354,"Cuba Gooding, Jr.",False
1355,David Oyelowo,False
1356,Forest Whitaker,False
1357,James Marsden,False
1358,Jane Fonda,False
1359,John Cusack,False
1360,Lenny Kravitz,False
1361,Liev Schreiber,False
1362,Mariah Carey,False
1363,Oprah Winfrey,False
1364,Robin Williams,False
1365,Terrence Howard,False
1366,Vanessa Redgrave,False
1367,Alec Baldwin,False
1368,Grizz Chapman,False
1369,J Frank Rossitano,False
1370,Jack Mcbrayer,False
1371,James Marsden,False
1372,Jane Krakowski,False
1373,Judah Friedlander,False
1374,Katrina Bowden,False
1375,Keith Powell,False
1376,Kevin Brown,False
1377,Scott Adsit,False
1378,Tina Fey,False
1379,Tracy Morgan,False
1380,Alia Shawkat,False
1381,David Cross,False
1382,Henry Winkler,False
1383,Isla Fisher,False
1384,Jason Bateman,False
1385,Jeffrey Tambor,False
1386,Jessica Walter,False
1387,John Beard,False
1388,Liza Minnelli,False
1389,Michael Cera,False
1390,Portia De Rossi,False
1391,Ron Howard,False
1392,Tony Hale,False
1393,Will Arnett,False
1394,Ariel Winter,True
1395,Aubrey Anderson Emmons,True
1396,Ed O'Neill,True
1397,Eric Stonestreet,True
1398,Jesse Tyler Ferguson,True
1399,Julie Bowen,True
1400,Nolan Gould,True
1401,Rico Rodriguez,True
1402,Sarah Hyland,True
1403,Sofia Vergara,True
1404,Ty Burrell,True
1405,Jim Parsons,False
1406,Johnny Galecki,False
1407,Kaley Cuoco,False
1408,Kunal Nayyar,False
1409,Mayim Bialik,False
1410,Melissa Rauch,False
1411,Simon Helberg,False
1412,Anna Chlumsky,False
1413,Gary Cole,False
1414,Julia Louis-Dreyfus,False
1415,Kevin Dunn,False
1416,Matt Walsh,False
1417,Reid Scott,False
1418,Sufe Bradshaw,False
1419,Timothy Simons,False
1420,Tony Hale,False
1421,Ben Rosenfield,False
1422,Brian Geraghty,False
1423,Domenick Lombardozzi,False
1424,Erik La Ray Harvey,False
1425,Gretchen Mol,False
1426,Jack Huston,False
1427,Jacob Ware,False
1428,Jeffrey Wright,False
1429,Margot Bingham,False
1430,Michael Kenneth Williams,False
1431,Michael Stuhlbarg,False
1432,Nisi Sturgis,False
1433,Patricia Arquette,False
1434,Paul Sparks,False
1435,Ron Livingston,False
1436,Shea Whigham,False
1437,Stephen Graham,False
1438,Steve Buscemi,False
1439,Aaron Paul,True
1440,Anna Gunn,True
1441,Betsy Brandt,True
1442,Bob Odenkirk,True
1443,Bryan Cranston,True
1444,Dean Norris,True
1445,Jesse Plemons,True
1446,Kevin Rankin,True
1447,Laura Fraser,True
1448,Lavell Crawford,True
1449,Matthew T. Metzler,True
1450,Michael Bowen,True
1451,Patrick Sane,True
1452,Rj Mitte,True
1453,Steven Michael Quezada,True
1454,Tait Fletcher,True
1455,Allen Leech,False
1456,Amy Nuttall,False
1457,Brendan Coyle,False
1458,Cara Theobold,False
1459,Dan Stevens,False
1460,David Robb,False
1461,Ed Speleers,False
1462,Elizabeth Mcgovern,False
1463,Hugh Bonneville,False
1464,Jessica Brown Findlay,False
1465,Jim Carter,False
1466,Joanne Froggatt,False
1467,Kevin Doyle,False
1468,Laura Carmichael,False
1469,Lesley Nicol,False
1470,Maggie Smith,False
1471,Matt Milne,False
1472,Michelle Dockery,False
1473,Penelope Wilton,False
1474,Phyllis Logan,False
1475,Rob James-Collier,False
1476,Siobhan Finneran,False
1477,Sophie Mcshera,False
1478,Alfie Allen,False
1479,Carice Van Houten,False
1480,Charles Dance,False
1481,Emilia Clarke,False
1482,Gwendoline Christie,False
1483,Hannah Murray,False
1484,Iain Glen,False
1485,Ian Mcelhinney,False
1486,Isaac Hempstead Wright,False
1487,Iwan Rheon,False
1488,Jack Gleeson,False
1489,Joe Dempsie,False
1490,John Bradley,False
1491,Kit Harington,False
1492,Kristofer Hivju,False
1493,Lena Headey,False
1494,Mackenzie Crook,False
1495,Maisie Williams,False
1496,Michael Mcelhatton,False
1497,Michelle Fairley,False
1498,Natalie Dormer,False
1499,Nathalie Emmanuel,False
1500,Nikolaj Coster-Waldau,False
1501,Oona Chaplin,False
1502,Paul Kaye,False
1503,Peter Dinklage,False
1504,Philip Mcginley,False
1505,Richard Madden,False
1506,Rory Mccann,False
1507,Rose Leslie,False
1508,Sibel Kekilli,False
1509,Sophie Turner,False
1510,Claire Danes,False
1511,Damian Lewis,False
1512,F. Murray Abraham,False
1513,Mandy Patinkin,False
1514,Morgan Saylor,False
1515,Rupert Friend,False
1516,Sarita Choudhury,False
1517,Tracy Letts,False
1518,Tina Fey,False
1519,Julie Bowen,False
1520,Edie Falco,False
1521,Mayim Bialik,False
1522,Julia Louis-Dreyfus,True
1523,Jessica Lange,False
1524,Anna Gunn,False
1525,Maggie Smith,True
1526,Claire Danes,False
1527,Kerry Washington,False
1528,Meryl Streep,False
1529,Cate Blanchett,True
1530,Sandra Bullock,False
1531,Judi Dench,False
1532,Emma Thompson,False
1533,Lupita Nyong'O,True
1534,Jennifer Lawrence,False
1535,Julia Roberts,False
1536,Oprah Winfrey,False
1537,June Squibb,False
1538,Angela Bassett,False
1539,Helena Bonham Carter,False
1540,Helen Mirren,True
1541,Elisabeth Moss,False
1542,Holly Hunter,False
1543,Rita Moreno,True
1544,Alec Baldwin,False
1545,Jason Bateman,False
1546,Don Cheadle,False
1547,Ty Burrell,True
1548,Jim Parsons,False
1549,Steve Buscemi,False
1550,Bryan Cranston,True
1551,Peter Dinklage,False
1552,Kevin Spacey,False
1553,Jeff Daniels,False
1554,Chiwetel Ejiofor,False
1555,Tom Hanks,False
1556,Matthew Mcconaughey,True
1557,Forest Whitaker,False
1558,Bruce Dern,False
1559,Michael Fassbender,False
1560,Barkhad Abdi,False
1561,Jared Leto,True
1562,James Gandolfini,False
1563,Daniel Brã£ÂHl,False
1564,Matt Damon,False
1565,Michael Douglas,True
1566,Rob Lowe,False
1567,Al Pacino,False
1568,Jeremy Irons,False
1569,Alan Arkin,True
1570,Ben Affleck,True
1571,Bryan Cranston,True
1572,Chris Messina,True
1573,Christopher Denham,True
1574,Clea Duvall,True
1575,John Goodman,True
1576,Kerry Bishã£Â,True
1577,Kyle Chandler,True
1578,Rory Cochrane,True
1579,Scoot Mcnairy,True
1580,Tate Donovan,True
1581,Victor Garber,True
1582,Aaron Tveit,False
1583,Amanda Seyfried,False
1584,Anne Hathaway,False
1585,Colm Wilkinson,False
1586,Daniel Huttlestone,False
1587,Eddie Redmayne,False
1588,Helena Bonham Carter,False
1589,Hugh Jackman,False
1590,Isabelle Allen,False
1591,Russell Crowe,False
1592,Sacha Baron Cohen,False
1593,Samantha Barks,False
1594,Daniel Day-Lewis,False
1595,David Strathairn,False
1596,Hal Holbrook,False
1597,James Spader,False
1598,Joseph Gordon-Levitt,False
1599,Sally Field,False
1600,Tommy Lee Jones,False
1601,Anupam Kher,False
1602,Bradley Cooper,False
1603,Chris Tucker,False
1604,Jacki Weaver,False
1605,Jennifer Lawrence,False
1606,Robert De Niro,False
1607,Bill Nighy,False
1608,Celia Imrie,False
1609,Dev Patel,False
1610,Judi Dench,False
1611,Maggie Smith,False
1612,Penelope Wilton,False
1613,Ronald Pickup,False
1614,Tom Wilkinson,False
1615,Alec Baldwin,False
1616,Jack Mcbrayer,False
1617,Jane Krakowski,False
1618,Judah Friedlander,False
1619,Scott Adsit,False
1620,Tina Fey,False
1621,Tracy Morgan,False
1622,Alex Newell,False
1623,Amber Riley,False
1624,Chord Overstreet,False
1625,Chris Colfer,False
1626,Cory Monteith,False
1627,Darren Criss,False
1628,Dianna Agron,False
1629,"Harry Shum, Jr.",False
1630,Heather Morris,False
1631,Jane Lynch,False
1632,Jayma Mays,False
1633,Jenna Ushkowitz,False
1634,Kevin Mchale,False
1635,Lea Michele,False
1636,Mark Salling,False
1637,Matthew Morrison,False
1638,Naya Rivera,False
1639,Samuel Larsen,False
1640,Vanessa Lengies,False
1641,Ariel Winter,True
1642,Aubrey Anderson-Emmons,True
1643,Ed O'Neill,True
1644,Eric Stonestreet,True
1645,Jesse Tyler Ferguson,True
1646,Julie Bowen,True
1647,Nolan Gould,True
1648,Rico Rodriguez,True
1649,Sarah Hyland,True
1650,Sofia Vergara,True
1651,Ty Burrell,True
1652,Anna Deavere Smith,False
1653,Arjun Gupta,False
1654,Bobby Cannavale,False
1655,Dominic Fumusa,False
1656,Edie Falco,False
1657,Eve Best,False
1658,Jake Cannavale,False
1659,Lenny Jacobson,False
1660,Mackenzie Aladjem,False
1661,Merritt Wever,False
1662,Paul Schulze,False
1663,Peter Facinelli,False
1664,Ruby Jerins,False
1665,Stephen Wallem,False
1666,Jim Parsons,False
1667,Johnny Galecki,False
1668,Kaley Cuoco,False
1669,Kunal Nayyar,False
1670,Mayim Bialik,False
1671,Melissa Rauch,False
1672,Simon Helberg,False
1673,Angela Kinsey,False
1674,B.J. Novak,False
1675,Brian Baumgartner,False
1676,Catherine Tate,False
1677,Clark Duke,False
1678,Craig Robinson,False
1679,Creed Bratton,False
1680,Ed Helms,False
1681,Ellie Kemper,False
1682,Jake Lacy,False
1683,Jenna Fischer,False
1684,John Krasinski,False
1685,Kate Flannery,False
1686,Leslie David Baker,False
1687,Mindy Kaling,False
1688,Oscar Nuã£ÂEz,False
1689,Paul Lieberstein,False
1690,Phyllis Smith,False
1691,Rainn Wilson,False
1692,Anatol Yusef,False
1693,Anthony Laciura,False
1694,Bobby Cannavale,False
1695,Charlie Cox,False
1696,Chris Caldovino,False
1697,Gretchen Mol,False
1698,Jack Huston,False
1699,Kelly Macdonald,False
1700,Meg Chambers Steedle,False
1701,Michael Stuhlbarg,False
1702,Patrick Kennedy,False
1703,Paul Sparks,False
1704,Shea Whigham,False
1705,Steve Buscemi,False
1706,Vincent Piazza,False
1707,Aaron Paul,False
1708,Anna Gunn,False
1709,Betsy Brandt,False
1710,Bob Odenkirk,False
1711,Bryan Cranston,False
1712,Dean Norris,False
1713,Jesse Plemons,False
1714,Jonathan Banks,False
1715,Laura Fraser,False
1716,Rj Mitte,False
1717,Steven Michael Quezada,False
1718,Allen Leech,True
1719,Amy Nuttall,True
1720,Brendan Coyle,True
1721,Dan Stevens,True
1722,David Robb,True
1723,Elizabeth Mcgovern,True
1724,Hugh Bonneville,True
1725,Iain Glen,True
1726,Jessica Brown Findlay,True
1727,Jim Carter,True
1728,Joanne Froggatt,True
1729,Laura Carmichael,True
1730,Lesley Nicol,True
1731,Maggie Smith,True
1732,Michelle Dockery,True
1733,Penelope Wilton,True
1734,Phyllis Logan,True
1735,Rob James-Collier,True
1736,Siobhan Finneran,True
1737,Sophie Mcshera,True
1738,Thomas Howes,True
1739,Zoe Boyle,True
1740,Claire Danes,False
1741,Damian Lewis,False
1742,David Harewood,False
1743,David Marciano,False
1744,Diego Klattenhoff,False
1745,Jackson Pace,False
1746,Jamey Sheridan,False
1747,Mandy Patinkin,False
1748,Morena Baccarin,False
1749,Morgan Saylor,False
1750,Navid Negahban,False
1751,Rupert Friend,False
1752,Timothã£ÂE Chalamet,False
1753,Zuleikha Robinson,False
1754,Aaron Staton,False
1755,Ben Feldman,False
1756,Christina Hendricks,False
1757,Elisabeth Moss,False
1758,Jared Harris,False
1759,Jay R. Ferguson,False
1760,Jessica Parã£Â,False
1761,John Slattery,False
1762,Jon Hamm,False
1763,Kiernan Shipka,False
1764,Rich Sommer,False
1765,Robert Morse,False
1766,Teyonah Parris,False
1767,Vincent Kartheiser,False
1768,Tina Fey,True
1769,Betty White,False
1770,Sofia Vergara,False
1771,Edie Falco,False
1772,Amy Poehler,False
1773,Jessica Lange,False
1774,Maggie Smith,False
1775,Michelle Dockery,False
1776,Claire Danes,True
1777,Julianna Margulies,False
1778,Helen Mirren,False
1779,Marion Cotillard,False
1780,Jennifer Lawrence,True
1781,Naomi Watts,False
1782,Jessica Chastain,False
1783,Anne Hathaway,True
1784,Sally Field,False
1785,Maggie Smith,False
1786,Nicole Kidman,False
1787,Helen Hunt,False
1788,Julianne Moore,True
1789,Nicole Kidman,False
1790,Sigourney Weaver,False
1791,Charlotte Rampling,False
1792,Alfre Woodard,False
1793,Dick Van Dyke,True
1794,Alec Baldwin,True
1795,Louis C.K.,False
1796,Eric Stonestreet,False
1797,Ty Burrell,False
1798,Jim Parsons,False
1799,Steve Buscemi,False
1800,Bryan Cranston,True
1801,Damian Lewis,False
1802,Jon Hamm,False
1803,Jeff Daniels,False
1804,Denzel Washington,False
1805,Hugh Jackman,False
1806,Daniel Day-Lewis,True
1807,Bradley Cooper,False
1808,John Hawkes,False
1809,Alan Arkin,False
1810,Tommy Lee Jones,True
1811,Robert De Niro,False
1812,Javier Bardem,False
1813,Philip Seymour Hoffman,False
1814,Clive Owen,False
1815,Ed Harris,False
1816,Woody Harrelson,False
1817,Bill Paxton,False
1818,Kevin Costner,True
1819,Chris O'Dowd,False
1820,Ellie Kemper,False
1821,Jill Clayburgh,False
1822,Kristen Wiig,False
1823,Matt Lucas,False
1824,Maya Rudolph,False
1825,Melissa Mccarthy,False
1826,Rose Byrne,False
1827,Wendi Mclendon-Covey,False
1828,Adrien Brody,False
1829,Carla Bruni,False
1830,Kathy Bates,False
1831,Marion Cotillard,False
1832,Michael Sheen,False
1833,Owen Wilson,False
1834,Rachel Mcadams,False
1835,Bã£ÂRã£ÂNice Bejo,False
1836,James Cromwell,False
1837,Jean Dujardin,False
1838,John Goodman,False
1839,Penelope Ann Miller,False
1840,Beau Bridges,False
1841,George Clooney,False
1842,Judy Greer,False
1843,Matthew Lillard,False
1844,Robert Forster,False
1845,Shailene Woodley,False
1846,Ahna O'Reilly,True
1847,Allison Janney,True
1848,Bryce Dallas Howard,True
1849,Chris Lowell,True
1850,Cicely Tyson,True
1851,Emma Stone,True
1852,Jessica Chastain,True
1853,Mary Steenburgen,True
1854,Mike Vogel,True
1855,Octavia Spencer,True
1856,Sissy Spacek,True
1857,Viola Davis,True
1858,Alec Baldwin,False
1859,Grizz Chapman,False
1860,Jack Mcbrayer,False
1861,Jane Krakowski,False
1862,John Lutz,False
1863,Judah Friedlander,False
1864,Katrina Bowden,False
1865,Keith Powell,False
1866,Kevin Brown,False
1867,Scott Adsit,False
1868,Tina Fey,False
1869,Tracy Morgan,False
1870,Amber Riley,False
1871,Ashley Fink,False
1872,Chord Overstreet,False
1873,Chris Colfer,False
1874,Cory Monteith,False
1875,Darren Criss,False
1876,Dianna Agron,False
1877,Dot Marie Jones,False
1878,"Harry Shum, Jr.",False
1879,Heather Morris,False
1880,Iqbal Theba,False
1881,Jane Lynch,False
1882,Jayma Mays,False
1883,Jenna Ushkowitz,False
1884,Kevin Mchale,False
1885,Lauren Potter,False
1886,Lea Michele,False
1887,Mark Salling,False
1888,Matthew Morrison,False
1889,Mike O'Malley,False
1890,Naya Rivera,False
1891,Ariel Winter,True
1892,Aubrey Anderson-Emmons,True
1893,Ed O'Neill,True
1894,Eric Stonestreet,True
1895,Jesse Tyler Ferguson,True
1896,Julie Bowen,True
1897,Nolan Gould,True
1898,Rico Rodriguez,True
1899,Sarah Hyland,True
1900,Sofia Vergara,True
1901,Ty Burrell,True
1902,Jim Parsons,False
1903,Johnny Galecki,False
1904,Kaley Cuoco,False
1905,Kunal Nayyar,False
1906,Mayim Bialik,False
1907,Melissa Rauch,False
1908,Simon Helberg,False
1909,Angela Kinsey,False
1910,B.J. Novak,False
1911,Brian Baumgartner,False
1912,Craig Robinson,False
1913,Creed Bratton,False
1914,Ed Helms,False
1915,Ellie Kemper,False
1916,James Spader,False
1917,Jenna Fischer,False
1918,John Krasinski,False
1919,Kate Flannery,False
1920,Leslie David Baker,False
1921,Mindy Kaling,False
1922,Oscar Nuã£ÂEz,False
1923,Paul Lieberstein,False
1924,Phyllis Smith,False
1925,Rainn Wilson,False
1926,Steve Carell,False
1927,Zach Woods,False
1928,Aleksa Palladino,True
1929,Anatol Yusef,True
1930,Anthony Laciura,True
1931,Brady & Connor Noon,True
1932,Charlie Cox,True
1933,Dabney Coleman,True
1934,Dominic Chianese,True
1935,Gretchen Mol,True
1936,Heather Lind,True
1937,Jack Huston,True
1938,Jacqueline Pennewill,True
1939,Josie & Lucy Gallina,True
1940,Kelly Macdonald,True
1941,Kevin O'Rourke,True
1942,Michael Kenneth Williams,True
1943,Michael Pitt,True
1944,Michael Shannon,True
1945,Michael Stuhlbarg,True
1946,Paul Sparks,True
1947,Peter Van Wagner,True
1948,Robert Clohessy,True
1949,Rory & Declan Mctigue,True
1950,Shea Whigham,True
1951,Stephen Graham,True
1952,Steve Buscemi,True
1953,Vincent Piazza,True
1954,Aaron Paul,False
1955,Anna Gunn,False
1956,Betsy Brandt,False
1957,Bob Odenkirk,False
1958,Bryan Cranston,False
1959,Dean Norris,False
1960,Giancarlo Esposito,False
1961,Jonathan Banks,False
1962,Ray Campbell,False
1963,Rj Mitte,False
1964,Aimee Garcia,False
1965,Billy Brown,False
1966,C.S. Lee,False
1967,Colin Hanks,False
1968,David Zayas,False
1969,Desmond Harrington,False
1970,Edward James Olmos,False
1971,James Remar,False
1972,Jennifer Carpenter,False
1973,Josh Cooke,False
1974,Lauren Velez,False
1975,Michael C. Hall,False
1976,Rya Kihlstedt,False
1977,Aiden Gillen,False
1978,Alfie Allen,False
1979,Amrita Acharia,False
1980,Conleth Hill,False
1981,Dar Salim,False
1982,Donald Sumpter,False
1983,Elyes Gabel,False
1984,Emilia Clarke,False
1985,Iain Glen,False
1986,Ian Mcelhinney,False
1987,Isaac Hempstead-Wright,False
1988,Jack Gleeson,False
1989,Jason Momoa,False
1990,Jerome Flynn,False
1991,Josef Altin,False
1992,Julian Glover,False
1993,Kit Harrington,False
1994,Lena Headey,False
1995,Luke Mcewan,False
1996,Maisie Williams,False
1997,Mark Addy,False
1998,Mark Stanley,False
1999,Michelle Fairley,False
2000,Nikolaj Coster-Waldau,False
2001,Peter Dinklage,False
2002,Richard Madden,False
2003,Ron Donachie,False
2004,Rory Mccann,False
2005,Roxanne Mckee,False
2006,Sean Bean,False
2007,Sophie Turner,False
2008,Susan Brown,False
2009,Alan Cumming,False
2010,Archie Panjabi,False
2011,Christine Baranski,False
2012,Christopher Noth,False
2013,Graham Phillips,False
2014,Josh Charles,False
2015,Julianna Margulies,False
2016,Makenzie Vega,False
2017,Matt Czuchry,False
2018,Tina Fey,False
2019,Betty White,True
2020,Julie Bowen,False
2021,Sofia Vergara,False
2022,Edie Falco,False
2023,Jessica Lange,True
2024,Glenn Close,False
2025,Kathy Bates,False
2026,Kyra Sedgwick,False
2027,Julianna Margulies,False
2028,Glenn Close,False
2029,Michelle Williams,False
2030,Viola Davis,True
2031,Meryl Streep,False
2032,Tilda Swinton,False
2033,Janet Mcteer,False
2034,Melissa Mccarthy,False
2035,Bã£ÂRã£ÂNice Bejo,False
2036,Jessica Chastain,False
2037,Octavia Spencer,True
2038,Emily Watson,False
2039,Diane Lane,False
2040,Maggie Smith,False
2041,Betty White,False
2042,Kate Winslet,True
2043,Mary Tyler Moore,True
2044,Alec Baldwin,True
2045,Eric Stonestreet,False
2046,Ty Burrell,False
2047,Steve Carell,False
2048,Jon Cryer,False
2049,Steve Buscemi,True
2050,Bryan Cranston,False
2051,Michael C. Hall,False
2052,Kyle Chandler,False
2053,Patrick J. Adams,False
2054,Demian Bichir,False
2055,Leonardo Dicaprio,False
2056,Brad Pitt,False
2057,Jean Dujardin,True
2058,George Clooney,False
2059,Christopher Plummer,True
2060,Armie Hammer,False
2061,Jonah Hill,False
2062,Kenneth Branagh,False
2063,Nick Nolte,False
2064,Guy Pearce,False
2065,Greg Kinnear,False
2066,Laurence Fishburne,False
2067,James Woods,False
2068,Paul Giamatti,True
2069,Barbara Hershey,False
2070,Mila Kunis,False
2071,Natalie Portman,False
2072,Winona Ryder,False
2073,Amy Adams,False
2074,Christian Bale,False
2075,Jack Mcgee,False
2076,Mark Wahlberg,False
2077,Melissa Leo,False
2078,Annette Bening,False
2079,Josh Hutcherson,False
2080,Julianne Moore,False
2081,Mark Ruffalo,False
2082,Mia Wasikowska,False
2083,Anthony Andrews,True
2084,Colin Firth,True
2085,Derek Jacobi,True
2086,Geoffrey Rush,True
2087,Guy Pearce,True
2088,Helena Bonham Carter,True
