year,name,genres,themes
2019,Cats,"Fantasy, Comedy, Drama","Song and dance, Dazzling vocal performances and musicals, Dance rhythms and catchy tunes, Catchy songs and hilarious musical comedy, Legendary musicians and stardom, Emotional life of renowned artists"
2019,Swallow,"Drama, Thriller","Intense violence and sexual transgression, Moving relationship stories, Powerful stories of heartbreak and illness, Enduring stories of family and marital drama, Terrifying,  haunted,  and supernatural horror, Twisted dark psychological thriller, Heartbreaking and moving family drama"
2020,Soul,"Family, Drama, Comedy, Animation, Fantasy","Humanity and the world around us, Holiday joy and heartwarming Christmas, Adorable animals and heartwarming families, Fairy-tale fantasy and enchanted magic, Emotional and captivating fantasy storytelling, Kids' animated fun and adventure"
2020,Tenet,"Science Fiction, Action, Thriller","High speed and special ops, Monsters, aliens, sci-fi and the apocalypse, Epic heroes, Thought-provoking sci-fi action and future technology, Explosive and action-packed heroes vs. villains, Imaginative space odysseys and alien encounters, Action-packed space and alien sagas, Dangerous technology and the apocalypse"
2020,Promising Young Woman,"Crime, Drama, Thriller","Intense violence and sexual transgression, Thrillers and murder mysteries, Graphic violence and brutal revenge, Gripping,  intense violent crime, Suspenseful crime thrillers, Erotic relationships and desire, Challenging or sexual themes & twists"
2020,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"Action, Crime","Epic heroes, Crude humor and satire, Intense combat and martial arts, Action comedy and silly heroics, Guns,  crime,  and violent action, Explosive and action-packed heroes vs. villains, Superheroes in action-packed battles with villains"
2020,Palm Springs,"Romance, Science Fiction, Comedy","Relationship comedy, Crude humor and satire, Laugh-out-loud relationship entanglements, Catchy songs and hilarious musical comedy, Funny jokes and crude humor, Charming romances and delightful chemistry, Gags,  jokes,  and slapstick humor"
2020,Nomadland,Drama,"Moving relationship stories, Humanity and the world around us, Politics and human rights, Humanity's odyssey: earth and beyond, Heartbreaking and moving family drama, Tragic sadness and captivating beauty, Powerful stories of heartbreak and illness, Surreal and thought-provoking visions of life and death"
2020,Minari,Drama,"Moving relationship stories, Faith and religion, Emotional and touching family dramas, Tragic sadness and captivating beauty, Heartbreaking and moving family drama, Touching and sad family stories, Sins,  forgiveness,  and challenging faith"
2020,A Quiet Place Part II,"Thriller, Science Fiction, Horror","Monsters, aliens, sci-fi and the apocalypse, Horror, the undead and monster classics, Sci-fi monster and dinosaur adventures, Sci-fi horror,  creatures,  and aliens, Imaginative space odysseys and alien encounters, Dangerous technology and the apocalypse, Survival horror and zombie carnage"
2020,I'm Thinking of Ending Things,"Mystery, Drama, Thriller","Humanity and the world around us, Intense violence and sexual transgression, Moving relationship stories, Surreal and thought-provoking visions of life and death, Dreamlike,  quirky,  and surreal storytelling, Powerful stories of heartbreak and illness, Gothic and eerie haunting horror, Emotional life of renowned artists"
2020,The Queen's Gambit,Drama,"Underdogs and coming of age, Moving relationship stories, Inspiring sports underdog stories, Engaging casino gambling drama, Emotional life of renowned artists, Teen friendship and coming-of-age, War,  patriotism,  and political drama"
2020,The Invisible Man,"Horror, Thriller, Science Fiction","Horror, the undead and monster classics, Thrillers and murder mysteries, Intense violence and sexual transgression, Monsters, aliens, sci-fi and the apocalypse, Chilling experiments and classic monster horror, Terrifying,  haunted,  and supernatural horror, Gory,  gruesome,  and slasher horror, Gothic and eerie haunting horror, Twisted dark psychological thriller"
2020,Another Round,"Comedy, Drama","Underdogs and coming of age, Relationship comedy, Moving relationship stories, Student coming-of-age challenges, Dance rhythms and catchy tunes, Powerful stories of heartbreak and illness, Emotional teen coming-of-age stories, Inspiring sports underdog stories"
2020,Shiva Baby,"Comedy, Drama","Relationship comedy, Crude humor and satire, Quirky and endearing relationships, Funny jokes and crude humor, Laugh-out-loud relationship entanglements, Teen school antics and laughter, Emotional LGBTQ relationships"
2020,Emma.,"Comedy, Romance","Relationship comedy, Song and dance, Charming romances and delightful chemistry, Laugh-out-loud relationship entanglements, Dazzling vocal performances and musicals, Catchy songs and hilarious musical comedy, Passion and romance"
2020,Wonder Woman 1984,"Fantasy, Adventure, Action","Epic heroes, High speed and special ops, Superheroes in action-packed battles with villains, Action comedy and silly heroics, Explosive and action-packed heroes vs. villains, Intense combat and martial arts, Fantasy adventure,  heroism,  and swordplay"
2020,The Father,Drama,"Moving relationship stories, Intense violence and sexual transgression, Humanity and the world around us, Powerful stories of heartbreak and illness, Heartbreaking and moving family drama, Emotional and touching family dramas, Touching and sad family stories, Surreal and thought-provoking visions of life and death"
2020,Onward,"Animation, Adventure, Fantasy, Comedy, Family","Holiday joy and heartwarming Christmas, Fairy-tale fantasy and enchanted magic, Adorable animals and heartwarming families, Kids' animated fun and adventure, Emotional and touching family dramas"
2020,The Devil All the Time,"Drama, Thriller, Crime","Faith and religion, Intense violence and sexual transgression, Sins,  forgiveness,  and challenging faith, Faith and spiritual journeys, Graphic violence and brutal revenge, Gothic and eerie haunting horror, Terrifying,  haunted,  and supernatural horror"
2020,The Trial of the Chicago 7,"Drama, History","Politics and human rights, War and historical adventure, Politics,  propaganda,  and political documentaries, Riveting political and presidential drama, Racism and the powerful fight for justice, Military combat and heroic soldiers, War,  patriotism,  and political drama"
2020,Enola Holmes,"Crime, Mystery, Adventure, Comedy","Underdogs and coming of age, Intriguing and suspenseful murder mysteries, Fairy-tale fantasy and enchanted magic, Teen friendship and coming-of-age, Adorable animals and heartwarming families, Emotional and touching family dramas"
2020,Borat Subsequent Moviefilm,Comedy,"Crude humor and satire, Relationship comedy, Funny jokes and crude humor, Witty satire and amusing jokes, Catchy songs and hilarious musical comedy, Gags,  jokes,  and slapstick humor, Laugh-out-loud relationship entanglements"
2020,I Care a Lot,"Crime, Comedy, Thriller, Drama","Crime, drugs and gangsters, High speed and special ops, Gritty crime and ruthless gangsters, Heists and thrilling action, Brutal,  violent prison drama, Guns,  crime,  and violent action, War,  patriotism,  and political drama"
2020,Hamilton,"History, Drama","Song and dance, Epic history and literature, Dazzling vocal performances and musicals, Dance rhythms and catchy tunes, Legendary musicians and stardom, Catchy songs and hilarious musical comedy, Emotional life of renowned artists"
2020,Normal People,Drama,"Moving relationship stories, Underdogs and coming of age, Relationship comedy, Erotic relationships and desire, Emotional teen coming-of-age stories, Emotional LGBTQ relationships, Student coming-of-age challenges, Passion and romance"
2020,Sonic the Hedgehog,"Science Fiction, Action, Comedy, Family","Crude humor and satire, Adorable animals and heartwarming families, Kids' animated fun and adventure, Holiday joy and heartwarming Christmas, Action-packed space and alien sagas, Action comedy and silly heroics"
2020,Mank,"History, Drama","Politics and human rights, Epic history and literature, Humanity and the world around us, Riveting political and presidential drama, Emotional life of renowned artists, Lavish dramas and sumptuous royalty, Captivating vision and Shakespearean drama, Politics,  propaganda,  and political documentaries"
2020,Spree,"Comedy, Thriller, Horror","Horror, the undead and monster classics, Crude humor and satire, Intense violence and sexual transgression, Gory,  gruesome,  and slasher horror, Spooky,  scary comedy, Survival horror and zombie carnage, Funny jokes and crude humor, Gothic and eerie haunting horror"
2020,The King of Staten Island,"Comedy, Drama","Relationship comedy, Crude humor and satire, Underdogs and coming of age, Funny jokes and crude humor, Laugh-out-loud relationship entanglements, Quirky and endearing relationships, Teen school antics and laughter, Gags,  jokes,  and slapstick humor"
2020,Possessor,"Horror, Science Fiction, Thriller","Horror, the undead and monster classics, Intense violence and sexual transgression, Monsters, aliens, sci-fi and the apocalypse, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Extreme gory horror and cannibalism, Graphic violence and brutal revenge, Terrifying,  haunted,  and supernatural horror"
2020,Run,"Horror, Thriller, Drama","Intense violence and sexual transgression, Horror, the undead and monster classics, Thrillers and murder mysteries, Terrifying,  haunted,  and supernatural horror, Twisted dark psychological thriller, Suspenseful crime thrillers, Gory,  gruesome,  and slasher horror, Gothic and eerie haunting horror"
2020,Happiest Season,"Romance, Comedy","Relationship comedy, Moving relationship stories, Holiday joy and heartwarming Christmas, Laugh-out-loud relationship entanglements, Emotional LGBTQ relationships, Charming romances and delightful chemistry, Quirky and endearing relationships"
2020,Love and Monsters,"Action, Comedy, Fantasy, Adventure","Monsters, aliens, sci-fi and the apocalypse, Epic heroes, Sci-fi monster and dinosaur adventures, Adorable animals and heartwarming families, Sci-fi horror,  creatures,  and aliens, Action-packed space and alien sagas, Imaginative space odysseys and alien encounters"
2020,The Half of It,"Drama, Romance, Comedy","Underdogs and coming of age, Relationship comedy, Moving relationship stories, Emotional LGBTQ relationships, Teen school antics and laughter, Emotional teen coming-of-age stories, Student coming-of-age challenges, Teen friendship and coming-of-age"
2020,Freaky,"Comedy, Fantasy, Thriller, Horror","Horror, the undead and monster classics, Crude humor and satire, Gory,  gruesome,  and slasher horror, Spooky,  scary comedy, Survival horror and zombie carnage, Gothic and eerie haunting horror, Bloody vampire horror"
2020,Mulan,"Drama, Action, Fantasy, Adventure","Epic heroes, Epic history and literature, Intense combat and martial arts, Tragic sadness and captivating beauty, Historical battles and epic heroism, Fantasy adventure,  heroism,  and swordplay, Military combat and heroic soldiers"
2020,Extraction,"Action, Thriller","High speed and special ops, Epic heroes, Crime, drugs and gangsters, Explosive and action-packed heroes vs. villains, Intense combat and martial arts, Adrenaline-fueled action and fast cars, Guns,  crime,  and violent action, Drugs and violent crime"
2020,Wolfwalkers,"Adventure, Animation, Family, Fantasy","Fairy-tale fantasy and enchanted magic, Holiday joy and heartwarming Christmas, Adorable animals and heartwarming families, Emotional and captivating fantasy storytelling, Kids' animated fun and adventure"
2020,Da 5 Bloods,"War, Drama","War and historical adventure, Politics and human rights, Epic history and literature, Military combat and heroic soldiers, Riveting political and presidential drama, Bravery in World War II, Politics,  propaganda,  and political documentaries, Historical battles and epic heroism"
2020,The Night House,"Thriller, Horror, Drama, Mystery","Horror, the undead and monster classics, Thrillers and murder mysteries, Intense violence and sexual transgression, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Creepy,  chilling,  and terrifying horror, Twisted dark psychological thriller"
2020,Zola,"Crime, Comedy","Crude humor and satire, Song and dance, Dance rhythms and catchy tunes, Erotic relationships and desire, Dreamlike,  quirky,  and surreal storytelling, Funny jokes and crude humor, Teen school antics and laughter"
2020,Pieces of a Woman,Drama,"Moving relationship stories, Heartbreaking and moving family drama, Enduring stories of family and marital drama, Powerful stories of heartbreak and illness, Emotional and touching family dramas, Touching and sad family stories"
2020,Never Rarely Sometimes Always,Drama,"Moving relationship stories, Underdogs and coming of age, Faith and religion, Emotional teen coming-of-age stories, Heartbreaking and moving family drama, Student coming-of-age challenges, Teen friendship and coming-of-age, Powerful stories of heartbreak and illness"
2020,The New Mutants,"Action, Mystery, Adventure, Science Fiction, Horror","Horror, the undead and monster classics, Monsters, aliens, sci-fi and the apocalypse, Epic heroes, Terrifying,  haunted,  and supernatural horror, Bloody vampire horror, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Sci-fi horror,  creatures,  and aliens"
2020,The Social Dilemma,"Drama, Documentary","Politics and human rights, Humanity and the world around us, Politics,  propaganda,  and political documentaries, Humanity's odyssey: earth and beyond, Fascinating,  emotional stories and documentaries, Teen friendship and coming-of-age, Riveting political and presidential drama"
2020,The Hunt,"Horror, Thriller, Action","Monsters, aliens, sci-fi and the apocalypse, Epic heroes, Crude humor and satire, Horror, the undead and monster classics, Survival horror and zombie carnage, Extreme gory horror and cannibalism, Intense combat and martial arts, Action comedy and silly heroics, Bloody vampire horror"
2020,Ma Rainey's Black Bottom,"Drama, Music","Song and dance, Humanity and the world around us, Politics and human rights, Legendary musicians and stardom, Emotional life of renowned artists, Dazzling vocal performances and musicals, Dance rhythms and catchy tunes, Racism and the powerful fight for justice"
2020,Miss Americana,"Documentary, Music","Humanity and the world around us, Politics and human rights, Legendary musicians and stardom, Politics,  propaganda,  and political documentaries, Fascinating,  emotional stories and documentaries, Emotional life of renowned artists, Humanity's odyssey: earth and beyond"
2020,To All the Boys: P.S. I Still Love You,"Romance, Comedy","Relationship comedy, Underdogs and coming of age, Song and dance, Teen school antics and laughter, Laugh-out-loud relationship entanglements, Emotional teen coming-of-age stories, Touching and sad family stories, Charming romances and delightful chemistry"
2020,The Old Guard,"Fantasy, Action","Epic heroes, High speed and special ops, Explosive and action-packed heroes vs. villains, Intense combat and martial arts, Superheroes in action-packed battles with villains, Thought-provoking sci-fi action and future technology, Bravery in World War II"
2020,Host,"Horror, Mystery, Thriller","Horror, the undead and monster classics, Monsters, aliens, sci-fi and the apocalypse, Terrifying,  haunted,  and supernatural horror, Gory,  gruesome,  and slasher horror, Survival horror and zombie carnage, Creepy,  chilling,  and terrifying horror, Gothic and eerie haunting horror"
2020,Kajillionaire,"Crime, Drama, Comedy","Relationship comedy, Moving relationship stories, Quirky and endearing relationships, Charming romances and delightful chemistry, Laugh-out-loud relationship entanglements, Touching and sad family stories, Powerful stories of heartbreak and illness"
2020,The Haunting of Bly Manor,"Mystery, Drama, Horror","Horror, the undead and monster classics, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Creepy,  chilling,  and terrifying horror, Spooky,  scary comedy, Chilling experiments and classic monster horror"
2020,His House,"Thriller, Horror","Horror, the undead and monster classics, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Creepy,  chilling,  and terrifying horror, Survival horror and zombie carnage, Chilling experiments and classic monster horror"
2020,Euphoria: Trouble Don't Last Always,,
2020,Hubie Halloween,"Horror, Mystery, Comedy","Crude humor and satire, Relationship comedy, Funny jokes and crude humor, Gags,  jokes,  and slapstick humor, Holiday joy and heartwarming Christmas, Kids' animated fun and adventure, Catchy songs and hilarious musical comedy"
2020,Eurovision Song Contest: The Story of Fire Saga,"Music, Comedy","Song and dance, Relationship comedy, Crude humor and satire, Catchy songs and hilarious musical comedy, Dazzling vocal performances and musicals, Funny jokes and crude humor, Legendary musicians and stardom, Laugh-out-loud relationship entanglements"
2020,Underwater,"Horror, Science Fiction, Adventure, Action","Monsters, aliens, sci-fi and the apocalypse, Horror, the undead and monster classics, Sci-fi monster and dinosaur adventures, Imaginative space odysseys and alien encounters, Sci-fi horror,  creatures,  and aliens, Dangerous technology and the apocalypse, Chilling experiments and classic monster horror"
2020,"Tiger King: Murder, Mayhem and Madness","Crime, Documentary","Politics and human rights, Humanity and the world around us, Intense violence and sexual transgression, Politics,  propaganda,  and political documentaries, Humanity's odyssey: earth and beyond, Fascinating,  emotional stories and documentaries, Adorable animals and heartwarming families, Challenging or sexual themes & twists"
2020,All the Bright Places,"Romance, Drama","Moving relationship stories, Underdogs and coming of age, Powerful stories of heartbreak and illness, Emotional teen coming-of-age stories, Emotional and touching family dramas, Touching and sad family stories, Student coming-of-age challenges"
2020,Black Bear,"Thriller, Drama","Intense violence and sexual transgression, Humanity and the world around us, Erotic relationships and desire, Dreamlike,  quirky,  and surreal storytelling, Surreal and thought-provoking visions of life and death, Gothic and eerie haunting horror, Terrifying,  haunted,  and supernatural horror"
2020,Holidate,"Comedy, Romance","Relationship comedy, Crude humor and satire, Holiday joy and heartwarming Christmas, Laugh-out-loud relationship entanglements, Teen school antics and laughter, Funny jokes and crude humor, Catchy songs and hilarious musical comedy"
2020,My Octopus Teacher,Documentary,"Humanity and the world around us, Humanity's odyssey: earth and beyond, Adorable animals and heartwarming families, Teen friendship and coming-of-age, Fascinating,  emotional stories and documentaries"
2020,On the Rocks,"Drama, Comedy","Relationship comedy, Moving relationship stories, Charming romances and delightful chemistry, Laugh-out-loud relationship entanglements, Quirky and endearing relationships, Touching and sad family stories, Holiday joy and heartwarming Christmas"
2020,One Night in Miami...,Drama,"Politics and human rights, Riveting political and presidential drama, Underdog fighting and boxing stories, Politics,  propaganda,  and political documentaries, Racism and the powerful fight for justice, Legendary musicians and stardom"
2020,The Babysitter: Killer Queen,"Horror, Comedy","Horror, the undead and monster classics, Crude humor and satire, Survival horror and zombie carnage, Gory,  gruesome,  and slasher horror, Spooky,  scary comedy, Bloody vampire horror, Action comedy and silly heroics"
2020,Demon Slayer – Kimetsu no Yaiba – The Movie: Mugen Train,"Fantasy, Action, Adventure, Animation, Thriller","Epic heroes, Epic history and literature, Intense combat and martial arts, Historical battles and epic heroism, Fantasy adventure,  heroism,  and swordplay, Emotional and captivating fantasy storytelling, Superheroes in action-packed battles with villains"
2020,If Anything Happens I Love You,"Drama, Animation","Moving relationship stories, Politics and human rights, Heartbreaking and moving family drama, Touching and sad family stories, Emotional and touching family dramas, Tragic sadness and captivating beauty, Powerful stories of heartbreak and illness"
2020,The Empty Man,"Mystery, Thriller, Horror","Horror, the undead and monster classics, Intense violence and sexual transgression, Monsters, aliens, sci-fi and the apocalypse, Thrillers and murder mysteries, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Creepy,  chilling,  and terrifying horror, Chilling experiments and classic monster horror"
2020,Bad Boys for Life,"Crime, Thriller, Action","High speed and special ops, Crude humor and satire, Crime, drugs and gangsters, Adrenaline-fueled action and fast cars, Explosive and action-packed heroes vs. villains, Action comedy and silly heroics, Guns,  crime,  and violent action, Gags,  jokes,  and slapstick humor"
2020,Ammonite,"Drama, Romance","Moving relationship stories, Humanity and the world around us, Epic history and literature, Emotional LGBTQ relationships, Erotic relationships and desire, Passion and romance, Lavish dramas and sumptuous royalty, Emotional life of renowned artists"
2020,The Kissing Booth 2,"Comedy, Romance","Underdogs and coming of age, Relationship comedy, Song and dance, Teen school antics and laughter, Laugh-out-loud relationship entanglements, Emotional LGBTQ relationships, Catchy songs and hilarious musical comedy, Dance rhythms and catchy tunes"
2020,Bill & Ted Face the Music,"Adventure, Science Fiction, Comedy","Song and dance, Relationship comedy, Legendary musicians and stardom, Catchy songs and hilarious musical comedy, Holiday joy and heartwarming Christmas, Kids' animated fun and adventure, Funny jokes and crude humor"
2021,Spider-Man: No Way Home,"Action, Adventure, Science Fiction","Epic heroes, Superheroes in action-packed battles with villains, Fantasy adventure,  heroism,  and swordplay, Intense combat and martial arts, Action comedy and silly heroics, Explosive and action-packed heroes vs. villains"
2021,Dune,"Science Fiction, Adventure","Monsters, aliens, sci-fi and the apocalypse, Epic history and literature, Epic heroes, Imaginative space odysseys and alien encounters, Action-packed space and alien sagas, Thought-provoking sci-fi action and future technology, Historical battles and epic heroism, Fantasy adventure,  heroism,  and swordplay"
2021,Don't Look Up,"Comedy, Drama, Science Fiction","Politics and human rights, Monsters, aliens, sci-fi and the apocalypse, Crude humor and satire, Politics,  propaganda,  and political documentaries, Imaginative space odysseys and alien encounters, Dangerous technology and the apocalypse, Humanity's odyssey: earth and beyond, Witty satire and amusing jokes"
2021,The French Dispatch,"Comedy, Drama","Humanity and the world around us, Crude humor and satire, Relationship comedy, Captivating relationships and charming romance, Emotional life of renowned artists, Witty satire and amusing jokes, Charming romances and delightful chemistry, Powerful poetic and passionate drama"
2021,The Suicide Squad,"Comedy, Action, Adventure","Epic heroes, Crude humor and satire, Monsters, aliens, sci-fi and the apocalypse, Action comedy and silly heroics, Superheroes in action-packed battles with villains, Intense combat and martial arts, Sci-fi monster and dinosaur adventures, Extreme gory horror and cannibalism"
2021,Black Widow,"Action, Adventure, Science Fiction","High speed and special ops, Epic heroes, War and historical adventure, Explosive and action-packed heroes vs. villains, Intense combat and martial arts, Action comedy and silly heroics, Superheroes in action-packed battles with villains, Bravery in World War II"
2021,Shang-Chi and the Legend of the Ten Rings,"Fantasy, Adventure, Action","Epic heroes, Intense combat and martial arts, Fantasy adventure,  heroism,  and swordplay, Action comedy and silly heroics, Superheroes in action-packed battles with villains, Adrenaline-fueled action and fast cars"
2021,Encanto,"Animation, Comedy, Family, Fantasy","Song and dance, Holiday joy and heartwarming Christmas, Fairy-tale fantasy and enchanted magic, Dazzling vocal performances and musicals, Adorable animals and heartwarming families, Kids' animated fun and adventure"
2021,Last Night in Soho,"Horror, Thriller, Mystery","Horror, the undead and monster classics, Thrillers and murder mysteries, Intense violence and sexual transgression, Gothic and eerie haunting horror, Terrifying,  haunted,  and supernatural horror, Gory,  gruesome,  and slasher horror, Creepy,  chilling,  and terrifying horror, Twisted dark psychological thriller"
2021,Licorice Pizza,"Comedy, Drama","Relationship comedy, Underdogs and coming of age, Song and dance, Teen school antics and laughter, Quirky and endearing relationships, Legendary musicians and stardom, Laugh-out-loud relationship entanglements, Catchy songs and hilarious musical comedy"
2021,Luca,"Animation, Fantasy, Comedy, Adventure, Family","Adorable animals and heartwarming families, Holiday joy and heartwarming Christmas, Fairy-tale fantasy and enchanted magic, Teen friendship and coming-of-age, Kids' animated fun and adventure"
2021,Eternals,"Science Fiction, Action, Adventure","Epic heroes, Monsters, aliens, sci-fi and the apocalypse, Imaginative space odysseys and alien encounters, Action-packed space and alien sagas, Superheroes in action-packed battles with villains, Fantasy adventure,  heroism,  and swordplay, Sci-fi monster and dinosaur adventures"
2021,The Worst Person in the World,"Comedy, Drama, Romance","Relationship comedy, Moving relationship stories, Erotic relationships and desire, Captivating relationships and charming romance, Charming romances and delightful chemistry, Emotional life of renowned artists, Emotional LGBTQ relationships"
2021,"tick, tick...BOOM!","Music, Drama","Song and dance, Humanity and the world around us, Dazzling vocal performances and musicals, Emotional life of renowned artists, Legendary musicians and stardom, Dance rhythms and catchy tunes, Catchy songs and hilarious musical comedy"
2021,The Black Phone,"Horror, Thriller","Horror, the undead and monster classics, Intense violence and sexual transgression, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Twisted dark psychological thriller, Creepy,  chilling,  and terrifying horror"
2021,Cruella,"Crime, Comedy","Song and dance, Adorable animals and heartwarming families, Fairy-tale fantasy and enchanted magic, Holiday joy and heartwarming Christmas, Legendary musicians and stardom, Dazzling vocal performances and musicals"
2021,Free Guy,"Comedy, Adventure, Science Fiction","Crude humor and satire, Relationship comedy, Action comedy and silly heroics, Laugh-out-loud relationship entanglements, Western frontier dramas with a touch of humor, Funny jokes and crude humor, Gags,  jokes,  and slapstick humor"
2021,No Time to Die,"Drama, Thriller, Action","High speed and special ops, Epic heroes, Explosive and action-packed heroes vs. villains, Exciting spy thrillers with tense intrigue, Action comedy and silly heroics, Superheroes in action-packed battles with villains, Adrenaline-fueled action and fast cars"
2021,The Green Knight,"Adventure, Fantasy, Drama","Epic history and literature, Epic heroes, Fantasy adventure,  heroism,  and swordplay, Lavish dramas and sumptuous royalty, Surreal and thought-provoking visions of life and death, Fairy-tale fantasy and enchanted magic, Captivating vision and Shakespearean drama"
2021,The Power of the Dog,"Drama, Western","Westerns, Moving relationship stories, Wild west outlaws and gunfights, Emotional LGBTQ relationships, Enduring stories of family and marital drama, Emotional and touching family dramas, Western frontier dramas with a touch of humor"
2021,Squid Game,"Drama, Mystery","Intense violence and sexual transgression, Crime, drugs and gangsters, Engaging casino gambling drama, Graphic violence and brutal revenge, Twisted dark psychological thriller, Extreme gory horror and cannibalism, Intense combat and martial arts"
2021,Spencer,Drama,"Epic history and literature, Humanity and the world around us, Moving relationship stories, Lavish dramas and sumptuous royalty, Emotional life of renowned artists, Captivating vision and Shakespearean drama, Passion and romance, Powerful stories of heartbreak and illness"
2021,WandaVision,"Mystery, Drama","Monsters, aliens, sci-fi and the apocalypse, Crude humor and satire, Epic heroes, Action-packed space and alien sagas, Action comedy and silly heroics, Superheroes in action-packed battles with villains, Imaginative space odysseys and alien encounters, Thought-provoking sci-fi action and future technology"
2021,Bo Burnham: Inside,,
2021,Drive My Car,Drama,"Moving relationship stories, Humanity and the world around us, Erotic relationships and desire, Surreal and thought-provoking visions of life and death, Tragic sadness and captivating beauty, Emotional and captivating fantasy storytelling, Heartbreaking and moving family drama"
2021,Titane,"Horror, Drama, Thriller","Intense violence and sexual transgression, Horror, the undead and monster classics, Gothic and eerie haunting horror, Challenging or sexual themes & twists, Graphic violence and brutal revenge, Extreme gory horror and cannibalism, Erotic relationships and desire"
2021,Venom: Let There Be Carnage,"Action, Adventure, Science Fiction","Epic heroes, Crude humor and satire, Monsters, aliens, sci-fi and the apocalypse, Action comedy and silly heroics, Superheroes in action-packed battles with villains, Intense combat and martial arts, Sci-fi monster and dinosaur adventures, Survival horror and zombie carnage"
2021,Nobody,"Thriller, Crime, Action","High speed and special ops, Westerns, Crime, drugs and gangsters, Epic heroes, Explosive and action-packed heroes vs. villains, Intense combat and martial arts, Guns,  crime,  and violent action, Adrenaline-fueled action and fast cars, Action comedy and silly heroics"
2021,The Mitchells vs. The Machines,"Animation, Comedy, Adventure","Adorable animals and heartwarming families, Kids' animated fun and adventure, Holiday joy and heartwarming Christmas, Fairy-tale fantasy and enchanted magic, Teen friendship and coming-of-age"
2021,House of Gucci,"Drama, Crime, History","Epic history and literature, Relationship comedy, Moving relationship stories, Lavish dramas and sumptuous royalty, Charming romances and delightful chemistry, Enduring stories of family and marital drama, Passion and romance, Emotional life of renowned artists"
2021,Zack Snyder's Justice League,"Action, Adventure, Fantasy","Epic heroes, Epic history and literature, Monsters, aliens, sci-fi and the apocalypse, Superheroes in action-packed battles with villains, Fantasy adventure,  heroism,  and swordplay, Intense combat and martial arts, Action-packed space and alien sagas, Explosive and action-packed heroes vs. villains"
2021,Nightmare Alley,"Thriller, Drama, Crime","Thrillers and murder mysteries, Intense violence and sexual transgression, Film-noir and dark crime dramas, Gothic and eerie haunting horror, Terrifying,  haunted,  and supernatural horror, Chilling experiments and classic monster horror, Twisted dark psychological thriller"
2021,Malignant,"Mystery, Thriller, Horror","Horror, the undead and monster classics, Monsters, aliens, sci-fi and the apocalypse, Gory,  gruesome,  and slasher horror, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Survival horror and zombie carnage, Chilling experiments and classic monster horror"
2021,West Side Story,"Romance, Crime, Drama","Song and dance, Dazzling vocal performances and musicals, Dance rhythms and catchy tunes, Catchy songs and hilarious musical comedy, Legendary musicians and stardom, Emotional life of renowned artists"
2021,Old,"Horror, Thriller, Mystery","Horror, the undead and monster classics, Monsters, aliens, sci-fi and the apocalypse, Intense violence and sexual transgression, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Twisted dark psychological thriller, Gory,  gruesome,  and slasher horror, Sci-fi horror,  creatures,  and aliens"
2021,CODA,"Music, Romance, Drama","Underdogs and coming of age, Song and dance, Moving relationship stories, Relationship comedy, Emotional and touching family dramas, Student coming-of-age challenges, Touching and sad family stories, Dazzling vocal performances and musicals, Holiday joy and heartwarming Christmas"
2021,The Matrix Resurrections,"Action, Adventure, Science Fiction","Epic heroes, Monsters, aliens, sci-fi and the apocalypse, High speed and special ops, Thought-provoking sci-fi action and future technology, Intense combat and martial arts, Action-packed space and alien sagas, Imaginative space odysseys and alien encounters, Explosive and action-packed heroes vs. villains"
2021,Marcel the Shell with Shoes On,"Comedy, Family, Drama, Animation","Relationship comedy, Adorable animals and heartwarming families, Holiday joy and heartwarming Christmas, Touching and sad family stories, Quirky and endearing relationships, Charming romances and delightful chemistry"
2021,Judas and the Black Messiah,"Drama, History","Politics and human rights, Politics,  propaganda,  and political documentaries, Riveting political and presidential drama, Racism and the powerful fight for justice, Intense terrorist and political thrillers, Drugs and violent crime"
2021,Loki,Drama,"Epic heroes, Monsters, aliens, sci-fi and the apocalypse, Superheroes in action-packed battles with villains, Action-packed space and alien sagas, Fantasy adventure,  heroism,  and swordplay, Action comedy and silly heroics, Thought-provoking sci-fi action and future technology"
2021,Godzilla vs. Kong,"Action, Science Fiction, Thriller","Monsters, aliens, sci-fi and the apocalypse, Epic heroes, Sci-fi monster and dinosaur adventures, Intense combat and martial arts, Imaginative space odysseys and alien encounters, Superheroes in action-packed battles with villains, Fantasy adventure,  heroism,  and swordplay"
