Title,Genres,Keywords,Year,Main_nominations,Technical_nominations,Artistic_nominations,Main_winner,Technical_winner,Artistic_winner,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
The Exorcism of Emily Rose,"['Crime', 'Drama', 'Horror', 'Thriller']","['court', 'epilepsy', 'possession', 'based on true story', 'trial', 'priest', 'teenage girl', 'spirit', 'umbrella', 'cross', 'prosecutor', 'tape recording \xa0', 'catholicism', 'negligent homicide', 'archdiocese', 'agnostic', 'malnutrition', 'burning', 'psychotic epileptic disorder']",2005,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
The Brothers Grimm,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Thriller']","['sibling relationship', 'germany', 'literature', 'brothers grimm', 'con artist', 'historical fiction', 'aftercreditsstinger', '19th century', 'fake exorcism']",2005,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Kiss Kiss Bang Bang,"['Comedy', 'Crime', 'Mystery', 'Thriller']","['detective', 'loser', 'thief', 'crush', 'whodunit', 'los angeles, california', 'series of murders', 'hoodlum', 'female corpse', 'neo-noir', 'christmas']",2005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Wallace & Gromit: The Curse of the Were-Rabbit,"['Adventure', 'Animation', 'Comedy', 'Family']","['northern england', 'competition', 'village', 'garden', 'parody', 'vegetable', 'yorkshire', 'stop motion', 'contest', 'dog', 'rabbit', 'pest control', 'giant vegetable', 'claymation', 'plasticine']",2005,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flightplan,"['Thriller', 'Drama', 'Mystery']","['berlin, germany', 'airplane', 'loss of loved one', 'baby-snatching', 'missing child', 'missing daughter']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Hard Candy,"['Drama', 'Thriller']","['pedophilia', 'suicide', 'rape', 'age difference', 'photographer', 'sadism', 'insanity', 'shower', 'menace', 'lie', 'manipulation', 'castration', 'deception', 'sociopath', 'vigilante', 'neighbor', 'teenage girl', 'torture', 'sadist', 'pedophile', 'cruelty', 'older man younger woman relationship', 'justice', 'held captive', 'mental illness', 'threat', 'sexual torture', 'childhood sexual abuse', 'photo studio', 'verbal abuse']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Elektra,"['Action', 'Fantasy', 'Science Fiction']","['martial arts', 'superhero', 'based on comic', 'vigilante', 'female assassin', 'spin off', 'women fight', 'one woman army', 'supernatural power', 'vigilante justice']",2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Fun with Dick and Jane,"['Comedy', 'Crime']","['husband wife relationship', 'based on novel or book', 'robber', 'hold-up robbery', 'suburbia', 'remake', 'loss of job', 'humiliation', 'unemployment', 'bankruptcy', 'travel agent', 'riches to rags', 'bearer bonds', 'comeuppance']",2005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Like Heaven,"['Drama', 'Comedy', 'Romance', 'Fantasy']","['coma', 'based on novel or book', 'workaholic', 'san francisco, california', 'architect', 'blind date', 'romantic comedy', 'loneliness', 'doctor', 'car accident', 'spirit', 'apartment building', 'widower', 'landscape architect', 'haunted apartment', 'flirty neighbor']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Green Street Hooligans,"['Crime', 'Drama']","['london, england', 'sports', 'harvard university', 'hooligan', 'revenge', 'football (soccer)', 'cruelty', 'american', 'brutality', 'reputation', 'woman director', 'bar fight', 'firm']",2005,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sky High,"['Adventure', 'Comedy', 'Family']","['high school', 'friendship', 'mission', 'superhero', 'loyalty', 'mockery', 'heroism', 'friends', 'super power']",2005,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Herbie Fully Loaded,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']","['car race', 'sports', 'victory', 'sequel', 'slapstick comedy', 'nascar', 'volkswagen beetle', 'smart car', 'woman director']",2005,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Ring Two,"['Drama', 'Horror', 'Thriller']","['based on novel or book', 'nightmare', 'nun', 'son', 'bath tub', 'sequel', 'remake', 'vision', 'mental institution', 'woman reporter', 'videotape', 'evil child']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Doom,"['Action', 'Horror', 'Science Fiction']","['martial arts', 'monster', 'teleportation', 'fight', 'superhuman', 'creature', 'special forces', 'commando', 'based on video game', 'severed ear', 'future war', 'wisecrack humor', 'action hero', '2040s']",2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Æon Flux,"['Science Fiction', 'Action', 'Thriller']","['martial arts', 'espionage', 'dystopia', 'surrealism', 'based on cartoon', 'shootout', 'infertility', 'cyberpunk', 'sabotage', 'one against many', 'woman director', 'hand to hand combat', 'human cloning']",2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Amityville Horror,['Horror'],"['holy water', 'haunted house', 'based on true story', 'long island, new york', 'family dinner', 'paranormal', 'murder', 'family', 'death', 'wood chopping', 'backwards', 'tortured to death', 'moving in', 'family in danger', 'horror remake']",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thank You for Smoking,"['Comedy', 'Drama']","['research', 'based on novel or book', 'capitalism', 'politics', 'smoking', 'cigarette', 'lie', 'politician', 'tobacco', 'health', 'marketing', 'social satire', 'morality', 'advertising', 'lung cancer', 'lobbyist', 'tobacco industry', 'nicotine', 'father son relationship']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Pie Presents: Band Camp,['Comedy'],"['spanner', 'hidden camera', 'marching band', 'camp', 'spin off', 'teenage sexuality', 'sex comedy']",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Brothers,"['Action', 'Crime']","['robbery', 'sibling relationship', 'arbitrary law', 'adoptive mother', 'revenge', 'murder', 'detroit, michigan', 'duringcreditsstinger', 'interracial adoption']",2005,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Skeleton Key,"['Drama', 'Horror', 'Mystery', 'Thriller']","['dream', 'nurse', 'fight', 'kidnapping', 'key', 'new orleans, louisiana', 'plantation', 'lawyer', 'attic', 'occult', 'southern gothic', 'hoodoo']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Cheaper by the Dozen 2,"['Comedy', 'Family', 'Adventure']","['chicago, illinois', 'lake', 'husband wife relationship', 'based on novel or book', 'holiday', 'competition', 'forbidden love', 'big family', 'father', 'family relationships', 'rivalry', 'labor pain', 'family vacation', 'family holiday', 'large family']",2005,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unleashed,"['Action', 'Crime']","['martial arts', 'hitman', 'fight', 'organized crime', 'serial killer', 'fighting', 'underground fighting', 'one against many', 'action hero', 'fight club']",2005,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Eye,"['Thriller', 'Mystery']","['hotel', 'assassination', 'airplane', 'airport', 'miami, florida', 'hitman', 'funeral', 'hostage', 'menace', 'villain', 'threat of death', 'flight', 'fear', 'surveillance', 'threat', 'hotel manager', 'homeland security', 'life or death', 'father daughter relationship', 'death of a loved one', 'delayed flight']",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Miss Congeniality 2: Armed and Fabulous,"['Action', 'Comedy']","['ship', 'undercover agent', 'ransom', 'drag queen', 'fbi', 'press conference', 'sequel', 'miss america', 'office politics', 'buddy cop', 'representation', 'abandonment']",2005,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xXx: State of the Union,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']","['helicopter', 'usa president', 'washington dc, usa', 'general', ""coup d'etat"", 'military prison', 'agent', 'insurgent', 'secretary of defense', 'potus']",2005,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Son of the Mask,"['Fantasy', 'Comedy', 'Family', 'Adventure']","['mask', 'baby', 'superhero', 'transformation', 'villain', 'surrealism', 'viking', 'based on comic', 'slapstick comedy', 'dog', 'urban setting', 'wisecrack humor', 'super villain', 'norse mythology', 'supernatural power']",2005,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Hoodwinked!,"['Animation', 'Comedy', 'Family', 'Crime']","['wolf', 'investigation', 'suspicion', 'little red riding hood', 'burglary', 'grandmother']",2005,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monster-in-Law,"['Romance', 'Comedy']","['bad mother-in-law', 'surgeon', 'dogsitter', 'falling in love']",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
친절한 금자씨,"['Drama', 'Thriller']","['prison', ""women's prison"", 'revenge', 'vengeance', 'waiting for revenge']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Hostage,"['Action', 'Thriller', 'Crime']","['kidnapping', 'fbi', 'police operation', 'home invasion', 'hostage situation', 'hostage negotiator']",2005,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Just Friends,"['Comedy', 'Romance']","['change', 'holiday', 'success', 'falling in love', 'hometown', 'arrogance', 'weight loss', 'christmas']",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hide and Seek,"['Horror', 'Mystery']","['loss of loved one', 'house', 'imaginary friend']",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Bewitched,"['Comedy', 'Fantasy', 'Romance']","['witch', 'enchantment', 'falling in love', 'woman director']",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Land of the Dead,"['Horror', 'Science Fiction']","['dystopia', 'cage', 'zombie', 'zombie apocalypse', 'apocalyptic vision']",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Adventures of Sharkboy and Lavagirl,"['Adventure', 'Family', 'Science Fiction']","['imaginary friend', 'outcast', 'shark']",2005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Into the Blue,"['Action', 'Thriller', 'Adventure', 'Crime']","['treasure', 'airplane', 'diving', 'shipwreck', 'cocaine', 'shark attack', 'sailing', 'bahamas', 'treasure hunt', 'wrack', 'scuba diving', 'shark', 'scuba', 'adventurer']",2005,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Jacket,"['Thriller', 'Mystery', 'Drama', 'Science Fiction', 'Fantasy']","['amnesia', 'experiment', 'smoking', 'psychology', 'hallucination', 'time travel', 'medicine', 'iraq war veteran', 'love', 'psychologist', 'soldier', 'psychiatrist', 'vermont', 'dead', 'wrongful arrest', 'near-death experience', 'truck stop', 'murder of a police officer']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
Sahara,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']","['ship', 'treasure', 'beach', 'civil war', 'based on novel or book', 'africa', 'desert', 'explorer', 'tyrant', 'ironclad ship']",2005,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Interpreter,"['Crime', 'Thriller']","['destruction of a civilization', 'new york city', 'assassination', 'dictator', 'africa', 'resistance', 'fbi', 'revenge', 'murder', 'united nations', 'witness to murder', 'resistance fighter']",2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Devil's Rejects,"['Drama', 'Horror', 'Crime']","['fire', 'sheriff', 'bounty hunter', 'sadism', 'psychopath', 'sadistic', 'brothel', 'motel', 'exploitation', 'road trip', 'sequel', 'revenge', 'murder', 'antisocial personality disorder', 'rampage', 'serial killer', 'torture', 'corpse', 'brutality', 'maniac', 'death of brother', 'psychotronic', 'ax']",2005,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lilo & Stitch 2: Stitch Has a Glitch,"['Animation', 'Family', 'Comedy', 'Science Fiction']","['hawaii', 'alien', 'glitch', 'native hawaiian']",2005,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Revolver,"['Drama', 'Thriller', 'Crime', 'Mystery']","['cash', 'wrong diagnosis', 'foretelling', 'shaky camera shot', 'waterboarding', 'safe box', 'reload', 'pinstripe suit', 'driving cap', 'audio flashback', 'trash talk']",2005,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
The Sisterhood of the Traveling Pants,"['Drama', 'Comedy']","['based on novel or book', 'holiday', 'female friendship', 'jeans', 'coming of age', 'teenage girl', 'summer', 'based on young adult novel']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Broken Flowers,"['Comedy', 'Drama', 'Mystery', 'Romance']","['unsociability', 'midlife crisis', 'bachelor', 'amateur detective', 'ex-boyfriend', 'ex-girlfriend', 'veterinarian', 'anonymous letter', 'it-expert']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
A Lot Like Love,"['Comedy', 'Drama', 'Romance']","['career', 'new york city', 'shyness', 'romantic comedy', 'flight', 'travel', 'los angeles, california']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Stay,"['Mystery', 'Thriller', 'Drama']","['loss of sense of reality', 'time warp', 'suicide attempt', 'psychiatrist', 'parallel world']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Kronk's New Groove,"['Animation', 'Comedy', 'Family']","['friendship', 'competition', 'sequel']",2005,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brice de Nice,['Comedy'],"['surfer', 'french riviera', 'surf', 'riviera']",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Her Shoes,"['Comedy', 'Drama', 'Romance']","['hotel', 'florida', 'newspaper', 'suicide', 'beach', 'philadelphia, pennsylvania', 'based on novel or book', 'bride', 'liar', 'wine', 'dyslexia', 'bikini', 'flashback', 'love', 'money', 'grief', 'lawyer', 'wedding', 'audition', 'death', 'drunk', 'shoe', 'deceit', 'rumor', 'snooping', 'blame', 'sister sister relationship']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Domino,"['Action', 'Crime']","['bounty hunter', 'fbi', 'based on true story', 'strip club', 'action hero']",2005,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Twist,"['Crime', 'Drama', 'Family']","['child abuse', 'london, england', 'street gang', 'based on novel or book', 'pickpocket', ""children's home"", 'runaway', 'child labour', 'orphanage', 'thief', 'child']",2005,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Wedding Date,"['Romance', 'Comedy']","['based on novel or book', 'england', 'ex fiancé', 'romance', 'wedding', 'escort', 'fake boyfriend', 'woman director', 'half sister', 'blended family', 'bachelorette party', 'secret', ""sister's wedding""]",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Dukes of Hazzard,"['Comedy', 'Adventure', 'Action']","['farm', 'sheriff', 'bikini', 'redneck', 'moonshine']",2005,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumor Has It...,"['Comedy', 'Romance']","['daughter', 'ladykiller', 'family secrets', 'extramarital affair']",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Final Fantasy VII: Advent Children,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']","['airplane', 'swordplay', 'megacity', 'wheelchair', 'based on video game', 'ruins', 'anime']",2005,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Tarzan II,"['Adventure', 'Animation', 'Family']","['feral child', 'tarzan', 'prequel', 'jungle']",2005,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wolf Creek,"['Horror', 'Thriller']","['tourist', 'backpacker', 'outback']",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
La Marche de l'empereur,"['Documentary', 'Family']","['parent child relationship', 'penguin', 'brood', 'autonomy', 'survival', 'snow', 'antarctica', 'nature documentary']",2005,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Goal!,['Drama'],"['sports', 'restaurant', 'coach', 'football (soccer)', 'computer game']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elizabethtown,"['Comedy', 'Drama', 'Romance']","['hotel room', 'new love', 'airplane', 'funeral', 'suicide attempt', 'lovers', 'falling in love']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Assault on Precinct 13,"['Thriller', 'Action', 'Adventure', 'Crime']","['dying and death', 'drug abuse', 'prison cell', 'junkie', 'mexican standoff', 'snowstorm', 'transport of prisoners', 'molotow cocktail', ""new year's day"", 'deception', 'remake', 'survival', 'undercover cop', 'shootout', 'police corruption', 'brutality', 'power outage', 'detroit, michigan', 'silencer', 'urban setting', 'machine gun', 'night vision goggles', 'exploding bus']",2005,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Caché,"['Mystery', 'Drama', 'Thriller']","['dream', 'paris, france', 'upper class', 'suppressed past', 'paranoia', 'anonymous letter', 'confidence', 'menace', 'lie', 'algerian', 'intellectual', 'hidden camera', 'family relationships', 'flashback', 'writer', 'conscience', 'guilt', 'threat', 'videotape', 'publisher', 'phone call', 'neo-noir', 'apartment']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Stealth,['Science Fiction'],"['artificial intelligence (a.i.)', 'airplane', 'u.s. navy', 'aerial combat', 'behind enemy lines', 'military', 'aftercreditsstinger', 'human vs computer']",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chaos,"['Drama', 'Action', 'Crime']","['police', 'fight', 'chaos theory', 'investigation', 'power outage', 'bank robbery', 'cybercrime', 'fbi agent']",2005,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Derailed,"['Drama', 'Thriller']","['prison', 'hotel room', 'chicago, illinois', 'rape', 'husband wife relationship', 'based on novel or book', 'businessman', 'blackmail', 'anonymous letter', ""family's daily life"", 'letter', 'relationship problems', 'deception', 'man between two women', 'beating', 'flashback', 'revenge', 'wallet', 'extramarital affair', 'embezzlement', 'advertising executive', 'abortion', 'commuter train']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Dark Water,"['Horror', 'Mystery', 'Drama']","['based on novel or book', 'teacher', 'remake', 'divorce', 'ghost', 'manhattan, new york city']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Mysterious Skin,['Drama'],"['child abuse', 'amnesia', 'post-traumatic stress disorder (ptsd)', 'based on novel or book', 'trainer', 'hustler', 'trauma', 'male homosexuality', 'prostitution', 'buried memories', 'childhood sexual abuse', 'sexual assault', '1980s', '1990s', 'loss of innocence', 'repressed trauma', 'child sexual abuse', 'lgbt interest', 'kansas']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Are We There Yet?,"['Family', 'Adventure', 'Comedy', 'Romance']","['macho', 'car journey', 'road trip', 'pretty woman', 'trouble']",2005,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Weather Man,"['Comedy', 'Drama']","['chicago, illinois', 'daughter', 'new york city', 'midlife crisis', 'father', 'weather forecaster', 'terminal illness']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jack-Jack Attack,"['Adventure', 'Animation', 'Family']","['hero', 'fire', 'baby', 'superhero', 'classical music', 'transformation', 'cartoon', 'babysitter', 'machine', 'short film']",2005,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Family Stone,"['Comedy', 'Drama', 'Romance']","['marriage proposal', 'holiday', 'big family', 'terminal illness', 'connecticut', 'family relationships', 'falling in love', 'engagement ring', 'christmas', 'christmas tradition', 'christmas romance', 'christmas dinner', 'christmas present']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ice Princess,"['Family', 'Drama', 'Comedy']","['sports', 'competition', 'rivalry', 'high school sports', 'love', 'teen movie', 'figure skating', 'teenage girl', 'school', 'female protagonist', 'university', 'teacher student relationship', 'new england', 'ice skating', 'mother daughter relationship', 'female coach', 'ice skater', 'high school athlete']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Cave,"['Action', 'Adventure', 'Horror', 'Thriller']","['cave', 'fall', 'creature', 'diver', 'swimwear', 'caving', 'romania']",2005,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Guess Who,"['Comedy', 'Romance']","['jealousy', 'black people', 'parents-in-law', 'trouble', 'fiancée']",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Valiant,"['Family', 'Animation', 'Adventure', 'Comedy', 'War']",['animal'],2005,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Deuce Bigalow: European Gigolo,['Comedy'],"['amsterdam, netherlands', 'dolphin', 'fetish', 'pimp', 'gigolo', 'painter', 'europe', 'male prostitute', 'prostitution', 'wig', 'snorkel', 'whistle']",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casanova,"['Adventure', 'Comedy', 'Drama', 'Romance']","['new love', 'venice, italy', 'lover (female)', 'seduction', 'menage a trois', 'carnival', 'casanova', 'love', 'extramarital affair', '18th century', 'catholicism', 'charismatic']",2005,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Get Rich or Die Tryin',"['Drama', 'Crime', 'Music']","['career', 'street gang', 'loss of loved one', 'rapper', 'attempted murder', 'ghetto', 'drugs']",2005,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Be Cool,"['Comedy', 'Crime']","['bratva (russian mafia)', 'widow', 'nightclub', 'baseball bat', 'recording contract', 'recording studio', 'music business', 'pawnshop']",2005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joyeux Noël,"['Drama', 'War', 'Romance', 'History']","['world war i', 'based on true story', 'truce', 'opera singer', 'christmas', '1910s', 'trench warfare', ""no man's land"", 'christmas eve']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
ต้มยำกุ้ง,"['Action', 'Crime', 'Drama', 'Thriller']","['sydney, australia', 'australia', 'elephant', 'buddhism', 'fighter', 'tempel', 'gang', 'animal']",2005,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
달콤한 인생,"['Action', 'Drama', 'Crime']","['buried alive', 'handlanger', 'revenge', 'fugitive', 'extramarital affair']",2005,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yours, Mine & Ours","['Comedy', 'Family', 'Romance']","['big family', 'family', 'blended family']",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Grizzly Man,['Documentary'],"['self-abandonment', 'life and death', 'unsociability', 'camping', 'rain', 'grizzly bear', 'human animal relationship', 'fox', 'biography', 'national park', 'alaska', 'animal rights', 'wildlife', 'ecology']",2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prime,"['Comedy', 'Drama', 'Romance']","['new york city', 'lovesickness', 'jealousy', ""love of one's life"", 'therapist', 'age difference', 'photographer', 'date', 'jewry', 'jewish life', 'nightclub', 'artist', 'kiss', 'blonde', 'older woman younger man relationship', 'desire to have children']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Waiting...,['Comedy'],"['decision', 'waiter', 'hostess', 'trainee', 'gross out', 'employer employee relationship', 'glass pipe', 'screaming']",2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Noise,"['Drama', 'Horror', 'Thriller']","['supernatural', 'wheelchair', 'paranormal phenomena', 'lifting person in air', 'inspector', 'loss', 'time', 'remote control', 'death', 'waterfront', 'audio cassette', 'logbook', 'electronic voice phenomena', 'near miss', 'bedridden']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
The Perfect Man,"['Comedy', 'Drama', 'Family', 'Romance']","['high school', 'adolescence', 'mother', 'e-mail', 'man woman relationship', 'romance', 'single', 'suitor', 'matchmaking', 'teen movie', 'relationship', 'single mother', 'family', 'secret admirer', 'online dating', 'catfishing', 'perfect man', 'mother daughter relationship']",2005,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Boogeyman,"['Thriller', 'Horror', 'Drama', 'Mystery']","['nightmare', 'hallucination', 'childhood trauma', 'break-up', 'hometown', 'psychotherapy', 'nightmare becomes reality']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Lords of Dogtown,['Drama'],"['skateboarding', '1970s', 'success', 'based on true story', 'venice beach, california', 'woman director']",2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
