Semaine,Value
2023-10-29,100
2023-10-22,30
2023-10-15,32
2023-10-08,27
2023-10-01,30
2023-09-24,23
2023-09-17,21
2023-09-10,36
2023-09-03,29
2023-08-27,16
2023-08-20,46
2023-08-13,43
2023-08-06,25
2023-07-30,33
2023-07-23,51
2023-07-16,44
2023-07-09,22
2023-07-02,60
2023-06-25,40
2023-06-18,58
2023-06-11,71
2023-06-04,63
2023-05-28,65
2023-05-21,34
2023-05-14,38
2023-05-07,32
2023-04-30,28
2023-04-23,31
2023-04-16,19
2023-04-09,30
2023-04-02,42
2023-03-26,26
2023-03-19,68
2023-03-12,27
2023-03-05,11
2023-02-26,34
2023-02-19,24
2023-02-12,19
2023-02-05,26
2023-01-29,26
2023-01-22,27
2023-01-15,18
2023-01-08,23
2023-01-01,29
2022-12-25,44
2022-12-18,43
2022-12-11,22
2022-12-04,18
2022-11-27,26
2022-11-20,17
2022-11-13,35
2022-11-06,62
