Semaine,Value
2023-11-05,8
2023-10-29,13
2023-10-22,9
2023-10-15,9
2023-10-08,8
2023-10-01,8
2023-09-24,9
2023-09-17,8
2023-09-10,9
2023-09-03,11
2023-08-27,9
2023-08-20,9
2023-08-13,13
2023-08-06,9
2023-07-30,8
2023-07-23,10
2023-07-16,12
2023-07-09,12
2023-07-02,11
2023-06-25,15
2023-06-18,13
2023-06-11,15
2023-06-04,15
2023-05-28,16
2023-05-21,14
2023-05-14,15
2023-05-07,13
2023-04-30,18
2023-04-23,19
2023-04-16,16
2023-04-09,24
2023-04-02,18
2023-03-26,18
2023-03-19,16
2023-03-12,21
2023-03-05,22
2023-02-26,87
2023-02-19,16
2023-02-12,14
2023-02-05,19
2023-01-29,21
2023-01-22,100
2023-01-15,41
2023-01-08,21
2023-01-01,26
2022-12-25,27
2022-12-18,44
2022-12-11,66
2022-12-04,51
2022-11-27,28
2022-11-20,22
2022-11-13,18
