Semaine,Value
2023-11-05,68
2023-10-29,57
2023-10-22,65
2023-10-15,67
2023-10-08,70
2023-10-01,64
2023-09-24,62
2023-09-17,62
2023-09-10,69
2023-09-03,76
2023-08-27,65
2023-08-20,72
2023-08-13,75
2023-08-06,76
2023-07-30,79
2023-07-23,83
2023-07-16,89
2023-07-09,91
2023-07-02,90
2023-06-25,90
2023-06-18,82
2023-06-11,89
2023-06-04,90
2023-05-28,96
2023-05-21,100
2023-05-14,61
2023-05-07,66
2023-04-30,93
2023-04-23,100
2023-04-16,60
2023-04-09,64
2023-04-02,56
2023-03-26,63
2023-03-19,62
2023-03-12,72
2023-03-05,61
2023-02-26,63
2023-02-19,65
2023-02-12,60
2023-02-05,65
2023-01-29,62
2023-01-22,72
2023-01-15,76
2023-01-08,74
2023-01-01,77
2022-12-25,84
2022-12-18,66
2022-12-11,63
2022-12-04,79
2022-11-27,76
2022-11-20,94
2022-11-13,68
