Semaine,Value
2023-11-05,100
2023-10-29,0
2023-10-22,57
2023-10-15,29
2023-10-08,0
2023-10-01,0
2023-09-24,31
2023-09-17,57
2023-09-10,0
2023-09-03,19
2023-08-27,0
2023-08-20,0
2023-08-13,49
2023-08-06,31
2023-07-30,28
2023-07-23,0
2023-07-16,0
2023-07-09,49
2023-07-02,0
2023-06-25,0
2023-06-18,0
2023-06-11,22
2023-06-04,29
2023-05-28,0
2023-05-21,47
2023-05-14,14
2023-05-07,39
2023-04-30,23
2023-04-23,19
2023-04-16,44
2023-04-09,20
2023-04-02,0
2023-03-26,26
2023-03-19,29
2023-03-12,20
2023-03-05,0
2023-02-26,0
2023-02-19,17
2023-02-12,24
2023-02-05,17
2023-01-29,0
2023-01-22,46
2023-01-15,14
2023-01-08,28
2023-01-01,23
2022-12-25,29
2022-12-18,25
2022-12-11,68
2022-12-04,34
2022-11-27,13
2022-11-20,0
2022-11-13,28
