Semaine,Value
2023-11-05,28
2023-10-29,32
2023-10-22,28
2023-10-15,30
2023-10-08,29
2023-10-01,26
2023-09-24,28
2023-09-17,33
2023-09-10,33
2023-09-03,43
2023-08-27,39
2023-08-20,40
2023-08-13,49
2023-08-06,35
2023-07-30,34
2023-07-23,54
2023-07-16,37
2023-07-09,100
2023-07-02,48
2023-06-25,30
2023-06-18,28
2023-06-11,33
2023-06-04,35
2023-05-28,43
2023-05-21,39
2023-05-14,42
2023-05-07,26
2023-04-30,22
2023-04-23,21
2023-04-16,24
2023-04-09,26
2023-04-02,34
2023-03-26,27
2023-03-19,27
2023-03-12,32
2023-03-05,19
2023-02-26,21
2023-02-19,25
2023-02-12,25
2023-02-05,23
2023-01-29,25
2023-01-22,29
2023-01-15,22
2023-01-08,26
2023-01-01,25
2022-12-25,36
2022-12-18,33
2022-12-11,32
2022-12-04,31
2022-11-27,26
2022-11-20,30
2022-11-13,18
