Semaine,Value
2023-11-05,99
2023-10-29,72
2023-10-22,67
2023-10-15,51
2023-10-08,54
2023-10-01,51
2023-09-24,100
2023-09-17,47
2023-09-10,60
2023-09-03,62
2023-08-27,57
2023-08-20,71
2023-08-13,52
2023-08-06,57
2023-07-30,51
2023-07-23,62
2023-07-16,54
2023-07-09,56
2023-07-02,90
2023-06-25,64
2023-06-18,79
2023-06-11,78
2023-06-04,52
2023-05-28,63
2023-05-21,58
2023-05-14,56
2023-05-07,54
2023-04-30,53
2023-04-23,47
2023-04-16,49
2023-04-09,62
2023-04-02,69
2023-03-26,57
2023-03-19,63
2023-03-12,55
2023-03-05,53
2023-02-26,58
2023-02-19,55
2023-02-12,56
2023-02-05,81
2023-01-29,63
2023-01-22,63
2023-01-15,66
2023-01-08,80
2023-01-01,62
2022-12-25,85
2022-12-18,50
2022-12-11,53
2022-12-04,54
2022-11-27,50
2022-11-20,59
2022-11-13,55
