Semaine,Value
2023-11-05,76
2023-10-29,76
2023-10-22,73
2023-10-15,73
2023-10-08,80
2023-10-01,64
2023-09-24,57
2023-09-17,73
2023-09-10,73
2023-09-03,76
2023-08-27,69
2023-08-20,68
2023-08-13,89
2023-08-06,89
2023-07-30,84
2023-07-23,82
2023-07-16,86
2023-07-09,68
2023-07-02,82
2023-06-25,76
2023-06-18,77
2023-06-11,54
2023-06-04,70
2023-05-28,69
2023-05-21,68
2023-05-14,90
2023-05-07,68
2023-04-30,62
2023-04-23,57
2023-04-16,76
2023-04-09,72
2023-04-02,78
2023-03-26,93
2023-03-19,69
2023-03-12,81
2023-03-05,74
2023-02-26,76
2023-02-19,100
2023-02-12,59
2023-02-05,74
2023-01-29,70
2023-01-22,56
2023-01-15,47
2023-01-08,54
2023-01-01,64
2022-12-25,72
2022-12-18,69
2022-12-11,70
2022-12-04,62
2022-11-27,68
2022-11-20,65
2022-11-13,85
