Semaine,Value
2023-10-29,0
2023-10-22,34
2023-10-15,20
2023-10-08,40
2023-10-01,33
2023-09-24,27
2023-09-17,71
2023-09-10,42
2023-09-03,31
2023-08-27,43
2023-08-20,33
2023-08-13,32
2023-08-06,34
2023-07-30,40
2023-07-23,24
2023-07-16,27
2023-07-09,51
2023-07-02,34
2023-06-25,36
2023-06-18,17
2023-06-11,15
2023-06-04,37
2023-05-28,37
2023-05-21,35
2023-05-14,33
2023-05-07,59
2023-04-30,36
2023-04-23,20
2023-04-16,17
2023-04-09,20
2023-04-02,50
2023-03-26,40
2023-03-19,46
2023-03-12,53
2023-03-05,26
2023-02-26,50
2023-02-19,29
2023-02-12,39
2023-02-05,0
2023-01-29,100
2023-01-22,59
2023-01-15,52
2023-01-08,65
2023-01-01,45
2022-12-25,45
2022-12-18,50
2022-12-11,40
2022-12-04,60
2022-11-27,30
2022-11-20,25
2022-11-13,27
2022-11-06,29
