Semaine,Value
2023-11-05,28
2023-10-29,32
2023-10-22,30
2023-10-15,39
2023-10-08,28
2023-10-01,30
2023-09-24,30
2023-09-17,41
2023-09-10,37
2023-09-03,29
2023-08-27,29
2023-08-20,29
2023-08-13,34
2023-08-06,33
2023-07-30,34
2023-07-23,32
2023-07-16,36
2023-07-09,39
2023-07-02,36
2023-06-25,30
2023-06-18,25
2023-06-11,29
2023-06-04,35
2023-05-28,28
2023-05-21,26
2023-05-14,27
2023-05-07,29
2023-04-30,30
2023-04-23,29
2023-04-16,31
2023-04-09,36
2023-04-02,25
2023-03-26,31
2023-03-19,36
2023-03-12,32
2023-03-05,29
2023-02-26,42
2023-02-19,40
2023-02-12,41
2023-02-05,52
2023-01-29,35
2023-01-22,44
2023-01-15,37
2023-01-08,46
2023-01-01,46
2022-12-25,86
2022-12-18,64
2022-12-11,52
2022-12-04,53
2022-11-27,71
2022-11-20,100
2022-11-13,39
