Semaine,Value
2023-11-05,53
2023-10-29,45
2023-10-22,53
2023-10-15,60
2023-10-08,72
2023-10-01,54
2023-09-24,62
2023-09-17,35
2023-09-10,52
2023-09-03,53
2023-08-27,42
2023-08-20,49
2023-08-13,57
2023-08-06,45
2023-07-30,60
2023-07-23,51
2023-07-16,57
2023-07-09,41
2023-07-02,55
2023-06-25,47
2023-06-18,53
2023-06-11,100
2023-06-04,46
2023-05-28,48
2023-05-21,48
2023-05-14,76
2023-05-07,60
2023-04-30,42
2023-04-23,45
2023-04-16,45
2023-04-09,70
2023-04-02,51
2023-03-26,52
2023-03-19,46
2023-03-12,46
2023-03-05,55
2023-02-26,53
2023-02-19,61
2023-02-12,60
2023-02-05,81
2023-01-29,55
2023-01-22,53
2023-01-15,56
2023-01-08,52
2023-01-01,54
2022-12-25,64
2022-12-18,71
2022-12-11,47
2022-12-04,52
2022-11-27,46
2022-11-20,63
2022-11-13,49
