Semaine,Value
2023-10-29,43
2023-10-22,45
2023-10-15,33
2023-10-08,40
2023-10-01,43
2023-09-24,71
2023-09-17,58
2023-09-10,49
2023-09-03,69
2023-08-27,61
2023-08-20,65
2023-08-13,61
2023-08-06,69
2023-07-30,66
2023-07-23,45
2023-07-16,64
2023-07-09,56
2023-07-02,51
2023-06-25,64
2023-06-18,71
2023-06-11,90
2023-06-04,60
2023-05-28,52
2023-05-21,47
2023-05-14,58
2023-05-07,50
2023-04-30,42
2023-04-23,43
2023-04-16,51
2023-04-09,66
2023-04-02,57
2023-03-26,65
2023-03-19,57
2023-03-12,67
2023-03-05,39
2023-02-26,66
2023-02-19,65
2023-02-12,64
2023-02-05,51
2023-01-29,69
2023-01-22,68
2023-01-15,100
2023-01-08,72
2023-01-01,72
2022-12-25,75
2022-12-18,93
2022-12-11,50
2022-12-04,39
2022-11-27,44
2022-11-20,36
2022-11-13,49
