Semaine,Value
2023-10-29,46
2023-10-22,70
2023-10-15,51
2023-10-08,29
2023-10-01,44
2023-09-24,45
2023-09-17,44
2023-09-10,21
2023-09-03,55
2023-08-27,39
2023-08-20,55
2023-08-13,44
2023-08-06,65
2023-07-30,50
2023-07-23,50
2023-07-16,56
2023-07-09,47
2023-07-02,54
2023-06-25,47
2023-06-18,53
2023-06-11,72
2023-06-04,38
2023-05-28,41
2023-05-21,47
2023-05-14,47
2023-05-07,52
2023-04-30,54
2023-04-23,69
2023-04-16,69
2023-04-09,46
2023-04-02,43
2023-03-26,58
2023-03-19,58
2023-03-12,59
2023-03-05,59
2023-02-26,57
2023-02-19,100
2023-02-12,65
2023-02-05,56
2023-01-29,53
2023-01-22,60
2023-01-15,45
2023-01-08,55
2023-01-01,42
2022-12-25,74
2022-12-18,34
2022-12-11,55
2022-12-04,54
2022-11-27,51
2022-11-20,58
2022-11-13,44
