Semaine,Value
2023-10-29,0
2023-10-22,0
2023-10-15,26
2023-10-08,39
2023-10-01,0
2023-09-24,55
2023-09-17,18
2023-09-10,29
2023-09-03,0
2023-08-27,0
2023-08-20,31
2023-08-13,43
2023-08-06,28
2023-07-30,38
2023-07-23,0
2023-07-16,36
2023-07-09,26
2023-07-02,35
2023-06-25,0
2023-06-18,18
2023-06-11,0
2023-06-04,30
2023-05-28,49
2023-05-21,35
2023-05-14,47
2023-05-07,0
2023-04-30,20
2023-04-23,100
2023-04-16,0
2023-04-09,48
2023-04-02,35
2023-03-26,0
2023-03-19,0
2023-03-12,0
2023-03-05,24
2023-02-26,0
2023-02-19,40
2023-02-12,64
2023-02-05,32
2023-01-29,0
2023-01-22,0
2023-01-15,91
2023-01-08,39
2023-01-01,40
2022-12-25,0
2022-12-18,0
2022-12-11,0
2022-12-04,0
2022-11-27,37
2022-11-20,58
2022-11-13,0
2022-11-06,19
