Semaine,Value
2023-11-05,98
2023-10-29,100
2023-10-22,27
2023-10-15,43
2023-10-08,23
2023-10-01,22
2023-09-24,34
2023-09-17,19
2023-09-10,20
2023-09-03,15
2023-08-27,32
2023-08-20,50
2023-08-13,17
2023-08-06,20
2023-07-30,36
2023-07-23,51
2023-07-16,29
2023-07-09,21
2023-07-02,46
2023-06-25,36
2023-06-18,26
2023-06-11,37
2023-06-04,26
2023-05-28,54
2023-05-21,32
2023-05-14,30
2023-05-07,25
2023-04-30,16
2023-04-23,37
2023-04-16,14
2023-04-09,25
2023-04-02,29
2023-03-26,51
2023-03-19,30
2023-03-12,31
2023-03-05,23
2023-02-26,33
2023-02-19,23
2023-02-12,40
2023-02-05,29
2023-01-29,27
2023-01-22,57
2023-01-15,37
2023-01-08,20
2023-01-01,42
2022-12-25,38
2022-12-18,41
2022-12-11,7
2022-12-04,22
2022-11-27,19
2022-11-20,28
2022-11-13,12
