Semaine,Value
2023-11-05,27
2023-10-29,54
2023-10-22,31
2023-10-15,37
2023-10-08,38
2023-10-01,34
2023-09-24,67
2023-09-17,46
2023-09-10,62
2023-09-03,47
2023-08-27,33
2023-08-20,34
2023-08-13,32
2023-08-06,33
2023-07-30,23
2023-07-23,25
2023-07-16,35
2023-07-09,30
2023-07-02,17
2023-06-25,14
2023-06-18,19
2023-06-11,14
2023-06-04,14
2023-05-28,15
2023-05-21,16
2023-05-14,17
2023-05-07,18
2023-04-30,20
2023-04-23,32
2023-04-16,18
2023-04-09,20
2023-04-02,23
2023-03-26,22
2023-03-19,25
2023-03-12,50
2023-03-05,22
2023-02-26,27
2023-02-19,22
2023-02-12,28
2023-02-05,27
2023-01-29,35
2023-01-22,34
2023-01-15,100
2023-01-08,49
2023-01-01,32
2022-12-25,54
2022-12-18,85
2022-12-11,41
2022-12-04,81
2022-11-27,50
2022-11-20,41
