Semaine,Value
2023-11-05,14
2023-10-29,15
2023-10-22,13
2023-10-15,14
2023-10-08,14
2023-10-01,13
2023-09-24,19
2023-09-17,22
2023-09-10,49
2023-09-03,51
2023-08-27,29
2023-08-20,21
2023-08-13,19
2023-08-06,22
2023-07-30,23
2023-07-23,25
2023-07-16,81
2023-07-09,57
2023-07-02,100
2023-06-25,32
2023-06-18,23
2023-06-11,43
2023-06-04,31
2023-05-28,26
2023-05-21,19
2023-05-14,22
2023-05-07,30
2023-04-30,37
2023-04-23,20
2023-04-16,16
2023-04-09,19
2023-04-02,21
2023-03-26,21
2023-03-19,17
2023-03-12,16
2023-03-05,14
2023-02-26,14
2023-02-19,15
2023-02-12,17
2023-02-05,20
2023-01-29,33
2023-01-22,30
2023-01-15,29
2023-01-08,16
2023-01-01,14
2022-12-25,21
2022-12-18,15
2022-12-11,24
2022-12-04,36
2022-11-27,17
2022-11-20,18
2022-11-13,15
