Semaine,Value
2023-10-29,53
2023-10-22,52
2023-10-15,60
2023-10-08,62
2023-10-01,68
2023-09-24,63
2023-09-17,62
2023-09-10,72
2023-09-03,83
2023-08-27,63
2023-08-20,65
2023-08-13,64
2023-08-06,60
2023-07-30,56
2023-07-23,69
2023-07-16,72
2023-07-09,71
2023-07-02,70
2023-06-25,54
2023-06-18,57
2023-06-11,59
2023-06-04,54
2023-05-28,51
2023-05-21,54
2023-05-14,47
2023-05-07,46
2023-04-30,43
2023-04-23,41
2023-04-16,48
2023-04-09,45
2023-04-02,48
2023-03-26,58
2023-03-19,50
2023-03-12,47
2023-03-05,48
2023-02-26,47
2023-02-19,49
2023-02-12,49
2023-02-05,57
2023-01-29,58
2023-01-22,48
2023-01-15,56
2023-01-08,61
2023-01-01,65
2022-12-25,65
2022-12-18,50
2022-12-11,47
2022-12-04,45
2022-11-27,49
2022-11-20,55
2022-11-13,100
2022-11-06,50
