Semaine,Value
2023-11-05,70
2023-10-29,74
2023-10-22,77
2023-10-15,78
2023-10-08,100
2023-10-01,84
2023-09-24,74
2023-09-17,82
2023-09-10,86
2023-09-03,81
2023-08-27,86
2023-08-20,77
2023-08-13,82
2023-08-06,81
2023-07-30,81
2023-07-23,81
2023-07-16,76
2023-07-09,83
2023-07-02,87
2023-06-25,81
2023-06-18,76
2023-06-11,81
2023-06-04,76
2023-05-28,86
2023-05-21,83
2023-05-14,83
2023-05-07,77
2023-04-30,81
2023-04-23,89
2023-04-16,78
2023-04-09,85
2023-04-02,83
2023-03-26,92
2023-03-19,82
2023-03-12,81
2023-03-05,75
2023-02-26,81
2023-02-19,77
2023-02-12,77
2023-02-05,86
2023-01-29,74
2023-01-22,76
2023-01-15,66
2023-01-08,75
2023-01-01,75
2022-12-25,78
2022-12-18,72
2022-12-11,86
2022-12-04,82
2022-11-27,78
2022-11-20,79
2022-11-13,79
