Semaine,Value
2023-11-05,54
2023-10-29,50
2023-10-22,50
2023-10-15,35
2023-10-08,43
2023-10-01,44
2023-09-24,48
2023-09-17,58
2023-09-10,53
2023-09-03,51
2023-08-27,55
2023-08-20,72
2023-08-13,78
2023-08-06,100
2023-07-30,82
2023-07-23,100
2023-07-16,63
2023-07-09,63
2023-07-02,65
2023-06-25,56
2023-06-18,60
2023-06-11,76
2023-06-04,73
2023-05-28,48
2023-05-21,65
2023-05-14,60
2023-05-07,57
2023-04-30,76
2023-04-23,79
2023-04-16,58
2023-04-09,64
2023-04-02,84
2023-03-26,66
2023-03-19,45
2023-03-12,31
2023-03-05,43
2023-02-26,35
2023-02-19,71
2023-02-12,45
2023-02-05,51
2023-01-29,38
2023-01-22,81
2023-01-15,42
2023-01-08,60
2023-01-01,42
2022-12-25,75
2022-12-18,57
2022-12-11,38
2022-12-04,68
2022-11-27,41
2022-11-20,36
2022-11-13,56
