Semaine,Value
2023-11-05,18
2023-10-29,25
2023-10-22,23
2023-10-15,9
2023-10-08,10
2023-10-01,13
2023-09-24,19
2023-09-17,0
2023-09-10,19
2023-09-03,33
2023-08-27,18
2023-08-20,24
2023-08-13,41
2023-08-06,16
2023-07-30,21
2023-07-23,11
2023-07-16,14
2023-07-09,26
2023-07-02,31
2023-06-25,15
2023-06-18,9
2023-06-11,16
2023-06-04,13
2023-05-28,13
2023-05-21,8
2023-05-14,11
2023-05-07,19
2023-04-30,7
2023-04-23,14
2023-04-16,15
2023-04-09,13
2023-04-02,0
2023-03-26,11
2023-03-19,17
2023-03-12,18
2023-03-05,5
2023-02-26,46
2023-02-19,17
2023-02-12,27
2023-02-05,40
2023-01-29,0
2023-01-22,15
2023-01-15,100
2023-01-08,20
2023-01-01,7
2022-12-25,22
2022-12-18,15
2022-12-11,9
2022-12-04,22
2022-11-27,9
2022-11-20,5
2022-11-13,14
