Semaine,Value
2023-11-05,0
2023-10-29,34
2023-10-22,32
2023-10-15,55
2023-10-08,53
2023-10-01,48
2023-09-24,55
2023-09-17,29
2023-09-10,43
2023-09-03,58
2023-08-27,47
2023-08-20,63
2023-08-13,37
2023-08-06,68
2023-07-30,46
2023-07-23,20
2023-07-16,56
2023-07-09,68
2023-07-02,38
2023-06-25,74
2023-06-18,40
2023-06-11,32
2023-06-04,54
2023-05-28,56
2023-05-21,28
2023-05-14,0
2023-05-07,45
2023-04-30,72
2023-04-23,42
2023-04-16,41
2023-04-09,82
2023-04-02,13
2023-03-26,56
2023-03-19,34
2023-03-12,40
2023-03-05,18
2023-02-26,100
2023-02-19,63
2023-02-12,51
2023-02-05,21
2023-01-29,39
2023-01-22,20
2023-01-15,60
2023-01-08,19
2023-01-01,74
2022-12-25,73
2022-12-18,69
2022-12-11,37
2022-12-04,50
2022-11-27,40
2022-11-20,54
2022-11-13,34
