Semaine,Value
2023-10-29,0
2023-10-22,48
2023-10-15,0
2023-10-08,0
2023-10-01,20
2023-09-24,92
2023-09-17,28
2023-09-10,0
2023-09-03,18
2023-08-27,40
2023-08-20,82
2023-08-13,51
2023-08-06,0
2023-07-30,26
2023-07-23,39
2023-07-16,64
2023-07-09,23
2023-07-02,71
2023-06-25,100
2023-06-18,18
2023-06-11,27
2023-06-04,35
2023-05-28,41
2023-05-21,37
2023-05-14,0
2023-05-07,53
2023-04-30,25
2023-04-23,18
2023-04-16,37
2023-04-09,30
2023-04-02,69
2023-03-26,30
2023-03-19,91
2023-03-12,0
2023-03-05,62
2023-02-26,100
2023-02-19,83
2023-02-12,85
2023-02-05,25
2023-01-29,0
2023-01-22,60
2023-01-15,54
2023-01-08,88
2023-01-01,59
2022-12-25,36
2022-12-18,48
2022-12-11,64
2022-12-04,97
2022-11-27,30
2022-11-20,81
2022-11-13,62
2022-11-06,31
