Semaine,Value
2023-11-05,61
2023-10-29,34
2023-10-22,52
2023-10-15,52
2023-10-08,58
2023-10-01,44
2023-09-24,35
2023-09-17,45
2023-09-10,43
2023-09-03,39
2023-08-27,68
2023-08-20,49
2023-08-13,44
2023-08-06,47
2023-07-30,35
2023-07-23,41
2023-07-16,32
2023-07-09,29
2023-07-02,54
2023-06-25,43
2023-06-18,22
2023-06-11,24
2023-06-04,40
2023-05-28,33
2023-05-21,27
2023-05-14,33
2023-05-07,24
2023-04-30,46
2023-04-23,30
2023-04-16,65
2023-04-09,41
2023-04-02,44
2023-03-26,63
2023-03-19,67
2023-03-12,69
2023-03-05,61
2023-02-26,35
2023-02-19,54
2023-02-12,45
2023-02-05,85
2023-01-29,44
2023-01-22,33
2023-01-15,42
2023-01-08,58
2023-01-01,100
2022-12-25,90
2022-12-18,43
2022-12-11,53
2022-12-04,49
2022-11-27,52
2022-11-20,41
2022-11-13,45
