Semaine,Value
2023-10-29,0
2023-10-22,51
2023-10-15,49
2023-10-08,39
2023-10-01,52
2023-09-24,57
2023-09-17,61
2023-09-10,45
2023-09-03,52
2023-08-27,58
2023-08-20,68
2023-08-13,71
2023-08-06,86
2023-07-30,57
2023-07-23,78
2023-07-16,52
2023-07-09,58
2023-07-02,62
2023-06-25,73
2023-06-18,44
2023-06-11,55
2023-06-04,55
2023-05-28,58
2023-05-21,52
2023-05-14,47
2023-05-07,56
2023-04-30,51
2023-04-23,61
2023-04-16,55
2023-04-09,82
2023-04-02,44
2023-03-26,66
2023-03-19,59
2023-03-12,51
2023-03-05,51
2023-02-26,52
2023-02-19,61
2023-02-12,42
2023-02-05,48
2023-01-29,67
2023-01-22,59
2023-01-15,100
2023-01-08,64
2023-01-01,51
2022-12-25,64
2022-12-18,68
2022-12-11,51
2022-12-04,76
2022-11-27,58
2022-11-20,66
2022-11-13,71
2022-11-06,89
