Semaine,Value
2023-10-29,30
2023-10-22,13
2023-10-15,15
2023-10-08,16
2023-10-01,17
2023-09-24,19
2023-09-17,15
2023-09-10,14
2023-09-03,17
2023-08-27,36
2023-08-20,18
2023-08-13,24
2023-08-06,24
2023-07-30,41
2023-07-23,41
2023-07-16,37
2023-07-09,46
2023-07-02,61
2023-06-25,54
2023-06-18,24
2023-06-11,17
2023-06-04,16
2023-05-28,16
2023-05-21,13
2023-05-14,14
2023-05-07,15
2023-04-30,15
2023-04-23,17
2023-04-16,12
2023-04-09,13
2023-04-02,15
2023-03-26,16
2023-03-19,22
2023-03-12,32
2023-03-05,16
2023-02-26,14
2023-02-19,18
2023-02-12,16
2023-02-05,18
2023-01-29,23
2023-01-22,18
2023-01-15,19
2023-01-08,22
2023-01-01,35
2022-12-25,50
2022-12-18,68
2022-12-11,100
2022-12-04,26
2022-11-27,27
2022-11-20,34
2022-11-13,26
2022-11-06,59
