Semaine,Value
2023-10-29,26
2023-10-22,0
2023-10-15,0
2023-10-08,29
2023-10-01,51
2023-09-24,32
2023-09-17,0
2023-09-10,0
2023-09-03,25
2023-08-27,35
2023-08-20,92
2023-08-13,0
2023-08-06,22
2023-07-30,23
2023-07-23,0
2023-07-16,0
2023-07-09,67
2023-07-02,0
2023-06-25,0
2023-06-18,47
2023-06-11,0
2023-06-04,0
2023-05-28,42
2023-05-21,0
2023-05-14,20
2023-05-07,26
2023-04-30,0
2023-04-23,0
2023-04-16,0
2023-04-09,48
2023-04-02,32
2023-03-26,100
2023-03-19,68
2023-03-12,71
2023-03-05,0
2023-02-26,0
2023-02-19,0
2023-02-12,0
2023-02-05,81
2023-01-29,0
2023-01-22,0
2023-01-15,39
2023-01-08,77
2023-01-01,0
2022-12-25,53
2022-12-18,0
2022-12-11,29
2022-12-04,22
2022-11-27,0
2022-11-20,0
2022-11-13,0
