Semaine,Value
2023-10-29,44
2023-10-22,26
2023-10-15,28
2023-10-08,29
2023-10-01,0
2023-09-24,0
2023-09-17,0
2023-09-10,73
2023-09-03,32
2023-08-27,35
2023-08-20,0
2023-08-13,0
2023-08-06,0
2023-07-30,19
2023-07-23,22
2023-07-16,72
2023-07-09,23
2023-07-02,0
2023-06-25,0
2023-06-18,44
2023-06-11,0
2023-06-04,23
2023-05-28,19
2023-05-21,25
2023-05-14,55
2023-05-07,32
2023-04-30,30
2023-04-23,0
2023-04-16,22
2023-04-09,0
2023-04-02,0
2023-03-26,0
2023-03-19,0
2023-03-12,29
2023-03-05,44
2023-02-26,0
2023-02-19,0
2023-02-12,0
2023-02-05,58
2023-01-29,31
2023-01-22,31
2023-01-15,22
2023-01-08,0
2023-01-01,67
2022-12-25,0
2022-12-18,18
2022-12-11,34
2022-12-04,100
2022-11-27,0
2022-11-20,64
2022-11-13,28
