Semaine,Value
2023-10-29,26
2023-10-22,16
2023-10-15,20
2023-10-08,17
2023-10-01,20
2023-09-24,28
2023-09-17,29
2023-09-10,35
2023-09-03,36
2023-08-27,51
2023-08-20,73
2023-08-13,100
2023-08-06,89
2023-07-30,25
2023-07-23,25
2023-07-16,23
2023-07-09,32
2023-07-02,34
2023-06-25,22
2023-06-18,17
2023-06-11,23
2023-06-04,28
2023-05-28,28
2023-05-21,24
2023-05-14,28
2023-05-07,27
2023-04-30,36
2023-04-23,25
2023-04-16,35
2023-04-09,65
2023-04-02,26
2023-03-26,35
2023-03-19,32
2023-03-12,23
2023-03-05,23
2023-02-26,22
2023-02-19,20
2023-02-12,23
2023-02-05,27
2023-01-29,31
2023-01-22,24
2023-01-15,16
2023-01-08,20
2023-01-01,16
2022-12-25,20
2022-12-18,15
2022-12-11,14
2022-12-04,18
2022-11-27,17
2022-11-20,21
2022-11-13,13
2022-11-06,16
