Semaine,Value
2023-11-05,0
2023-10-29,47
2023-10-22,83
2023-10-15,45
2023-10-08,73
2023-10-01,22
2023-09-24,36
2023-09-17,50
2023-09-10,26
2023-09-03,0
2023-08-27,40
2023-08-20,0
2023-08-13,36
2023-08-06,69
2023-07-30,44
2023-07-23,0
2023-07-16,0
2023-07-09,33
2023-07-02,0
2023-06-25,0
2023-06-18,35
2023-06-11,59
2023-06-04,37
2023-05-28,32
2023-05-21,20
2023-05-14,0
2023-05-07,79
2023-04-30,26
2023-04-23,59
2023-04-16,18
2023-04-09,36
2023-04-02,52
2023-03-26,0
2023-03-19,49
2023-03-12,97
2023-03-05,91
2023-02-26,36
2023-02-19,100
2023-02-12,69
2023-02-05,75
2023-01-29,34
2023-01-22,0
2023-01-15,25
2023-01-08,35
2023-01-01,24
2022-12-25,68
2022-12-18,0
2022-12-11,93
2022-12-04,39
2022-11-27,27
2022-11-20,46
2022-11-13,41
