Semaine,Value
2023-11-05,66
2023-10-29,61
2023-10-22,55
2023-10-15,61
2023-10-08,65
2023-10-01,67
2023-09-24,66
2023-09-17,43
2023-09-10,56
2023-09-03,100
2023-08-27,77
2023-08-20,45
2023-08-13,60
2023-08-06,63
2023-07-30,53
2023-07-23,52
2023-07-16,52
2023-07-09,65
2023-07-02,83
2023-06-25,43
2023-06-18,46
2023-06-11,48
2023-06-04,52
2023-05-28,43
2023-05-21,40
2023-05-14,40
2023-05-07,42
2023-04-30,40
2023-04-23,48
2023-04-16,44
2023-04-09,53
2023-04-02,50
2023-03-26,45
2023-03-19,52
2023-03-12,63
2023-03-05,55
2023-02-26,40
2023-02-19,39
2023-02-12,39
2023-02-05,46
2023-01-29,45
2023-01-22,38
2023-01-15,39
2023-01-08,43
2023-01-01,44
2022-12-25,41
2022-12-18,35
2022-12-11,29
2022-12-04,31
2022-11-27,29
2022-11-20,34
2022-11-13,36
