Semaine,Value
2023-10-29,77
2023-10-22,84
2023-10-15,84
2023-10-08,68
2023-10-01,66
2023-09-24,70
2023-09-17,46
2023-09-10,62
2023-09-03,46
2023-08-27,54
2023-08-20,50
2023-08-13,49
2023-08-06,39
2023-07-30,39
2023-07-23,53
2023-07-16,43
2023-07-09,54
2023-07-02,60
2023-06-25,50
2023-06-18,42
2023-06-11,44
2023-06-04,45
2023-05-28,69
2023-05-21,58
2023-05-14,69
2023-05-07,60
2023-04-30,62
2023-04-23,46
2023-04-16,50
2023-04-09,53
2023-04-02,57
2023-03-26,56
2023-03-19,75
2023-03-12,100
2023-03-05,54
2023-02-26,57
2023-02-19,69
2023-02-12,59
2023-02-05,52
2023-01-29,44
2023-01-22,47
2023-01-15,50
2023-01-08,45
2023-01-01,49
2022-12-25,65
2022-12-18,82
2022-12-11,50
2022-12-04,49
2022-11-27,62
2022-11-20,91
2022-11-13,53
