Semaine,Value
2023-11-05,28
2023-10-29,21
2023-10-22,18
2023-10-15,15
2023-10-08,17
2023-10-01,15
2023-09-24,14
2023-09-17,14
2023-09-10,15
2023-09-03,24
2023-08-27,19
2023-08-20,18
2023-08-13,20
2023-08-06,17
2023-07-30,20
2023-07-23,22
2023-07-16,22
2023-07-09,46
2023-07-02,24
2023-06-25,21
2023-06-18,19
2023-06-11,15
2023-06-04,19
2023-05-28,20
2023-05-21,16
2023-05-14,17
2023-05-07,18
2023-04-30,16
2023-04-23,27
2023-04-16,33
2023-04-09,16
2023-04-02,25
2023-03-26,25
2023-03-19,36
2023-03-12,36
2023-03-05,42
2023-02-26,58
2023-02-19,29
2023-02-12,16
2023-02-05,16
2023-01-29,16
2023-01-22,18
2023-01-15,16
2023-01-08,18
2023-01-01,100
2022-12-25,34
2022-12-18,18
2022-12-11,24
2022-12-04,14
2022-11-27,19
2022-11-20,27
2022-11-13,22
