Semaine,Value
2023-11-05,0
2023-10-29,20
2023-10-22,21
2023-10-15,24
2023-10-08,20
2023-10-01,16
2023-09-24,30
2023-09-17,22
2023-09-10,23
2023-09-03,50
2023-08-27,20
2023-08-20,26
2023-08-13,37
2023-08-06,20
2023-07-30,27
2023-07-23,19
2023-07-16,27
2023-07-09,27
2023-07-02,36
2023-06-25,11
2023-06-18,16
2023-06-11,13
2023-06-04,13
2023-05-28,30
2023-05-21,19
2023-05-14,28
2023-05-07,33
2023-04-30,34
2023-04-23,14
2023-04-16,30
2023-04-09,38
2023-04-02,19
2023-03-26,27
2023-03-19,25
2023-03-12,21
2023-03-05,22
2023-02-26,33
2023-02-19,32
2023-02-12,33
2023-02-05,45
2023-01-29,40
2023-01-22,51
2023-01-15,50
2023-01-08,77
2023-01-01,100
2022-12-25,16
2022-12-18,39
2022-12-11,28
2022-12-04,43
2022-11-27,29
2022-11-20,25
2022-11-13,23
