Semaine,Value
2023-11-05,19
2023-10-29,27
2023-10-22,25
2023-10-15,28
2023-10-08,28
2023-10-01,26
2023-09-24,29
2023-09-17,34
2023-09-10,45
2023-09-03,50
2023-08-27,100
2023-08-20,32
2023-08-13,18
2023-08-06,22
2023-07-30,17
2023-07-23,19
2023-07-16,18
2023-07-09,20
2023-07-02,18
2023-06-25,19
2023-06-18,20
2023-06-11,23
2023-06-04,19
2023-05-28,19
2023-05-21,17
2023-05-14,17
2023-05-07,14
2023-04-30,16
2023-04-23,19
2023-04-16,22
2023-04-09,28
2023-04-02,38
2023-03-26,58
2023-03-19,28
2023-03-12,17
2023-03-05,17
2023-02-26,19
2023-02-19,16
2023-02-12,20
2023-02-05,24
2023-01-29,21
2023-01-22,19
2023-01-15,18
2023-01-08,17
2023-01-01,17
2022-12-25,20
2022-12-18,22
2022-12-11,26
2022-12-04,21
2022-11-27,19
2022-11-20,20
2022-11-13,19
