Semaine,Value
2023-10-29,25
2023-10-22,21
2023-10-15,32
2023-10-08,44
2023-10-01,44
2023-09-24,37
2023-09-17,75
2023-09-10,50
2023-09-03,100
2023-08-27,47
2023-08-20,78
2023-08-13,64
2023-08-06,15
2023-07-30,52
2023-07-23,62
2023-07-16,59
2023-07-09,54
2023-07-02,56
2023-06-25,19
2023-06-18,53
2023-06-11,50
2023-06-04,55
2023-05-28,55
2023-05-21,73
2023-05-14,53
2023-05-07,25
2023-04-30,55
2023-04-23,53
2023-04-16,24
2023-04-09,43
2023-04-02,37
2023-03-26,48
2023-03-19,52
2023-03-12,45
2023-03-05,78
2023-02-26,46
2023-02-19,69
2023-02-12,23
2023-02-05,65
2023-01-29,45
2023-01-22,32
2023-01-15,22
2023-01-08,55
2023-01-01,30
2022-12-25,41
2022-12-18,68
2022-12-11,79
2022-12-04,49
2022-11-27,63
2022-11-20,18
2022-11-13,42
