Semaine,Value
2023-10-29,73
2023-10-22,63
2023-10-15,57
2023-10-08,40
2023-10-01,45
2023-09-24,84
2023-09-17,54
2023-09-10,32
2023-09-03,49
2023-08-27,72
2023-08-20,44
2023-08-13,71
2023-08-06,24
2023-07-30,55
2023-07-23,29
2023-07-16,69
2023-07-09,37
2023-07-02,38
2023-06-25,66
2023-06-18,54
2023-06-11,66
2023-06-04,50
2023-05-28,58
2023-05-21,49
2023-05-14,52
2023-05-07,51
2023-04-30,63
2023-04-23,74
2023-04-16,54
2023-04-09,66
2023-04-02,40
2023-03-26,90
2023-03-19,28
2023-03-12,27
2023-03-05,60
2023-02-26,65
2023-02-19,36
2023-02-12,48
2023-02-05,57
2023-01-29,35
2023-01-22,89
2023-01-15,82
2023-01-08,77
2023-01-01,83
2022-12-25,84
2022-12-18,70
2022-12-11,69
2022-12-04,100
2022-11-27,92
2022-11-20,88
2022-11-13,66
