Semaine,Value
2023-11-05,32
2023-10-29,34
2023-10-22,22
2023-10-15,20
2023-10-08,24
2023-10-01,21
2023-09-24,21
2023-09-17,22
2023-09-10,29
2023-09-03,47
2023-08-27,57
2023-08-20,58
2023-08-13,55
2023-08-06,46
2023-07-30,45
2023-07-23,27
2023-07-16,23
2023-07-09,24
2023-07-02,25
2023-06-25,27
2023-06-18,25
2023-06-11,27
2023-06-04,24
2023-05-28,28
2023-05-21,26
2023-05-14,28
2023-05-07,28
2023-04-30,31
2023-04-23,34
2023-04-16,40
2023-04-09,59
2023-04-02,30
2023-03-26,28
2023-03-19,21
2023-03-12,25
2023-03-05,24
2023-02-26,30
2023-02-19,21
2023-02-12,24
2023-02-05,24
2023-01-29,25
2023-01-22,29
2023-01-15,37
2023-01-08,28
2023-01-01,27
2022-12-25,31
2022-12-18,31
2022-12-11,42
2022-12-04,45
2022-11-27,100
2022-11-20,21
2022-11-13,20
