Semaine,Value
2023-10-29,43
2023-10-22,30
2023-10-15,25
2023-10-08,28
2023-10-01,31
2023-09-24,29
2023-09-17,27
2023-09-10,25
2023-09-03,30
2023-08-27,27
2023-08-20,32
2023-08-13,30
2023-08-06,37
2023-07-30,37
2023-07-23,34
2023-07-16,32
2023-07-09,25
2023-07-02,24
2023-06-25,21
2023-06-18,24
2023-06-11,18
2023-06-04,22
2023-05-28,25
2023-05-21,21
2023-05-14,22
2023-05-07,20
2023-04-30,28
2023-04-23,30
2023-04-16,30
2023-04-09,38
2023-04-02,37
2023-03-26,41
2023-03-19,33
2023-03-12,32
2023-03-05,34
2023-02-26,47
2023-02-19,68
2023-02-12,49
2023-02-05,70
2023-01-29,94
2023-01-22,43
2023-01-15,66
2023-01-08,100
2023-01-01,47
2022-12-25,60
2022-12-18,41
2022-12-11,27
2022-12-04,33
2022-11-27,40
2022-11-20,44
2022-11-13,34
2022-11-06,46
