Semaine,Value
2023-11-05,46
2023-10-29,32
2023-10-22,12
2023-10-15,10
2023-10-08,74
2023-10-01,20
2023-09-24,53
2023-09-17,16
2023-09-10,24
2023-09-03,22
2023-08-27,18
2023-08-20,15
2023-08-13,10
2023-08-06,13
2023-07-30,11
2023-07-23,16
2023-07-16,9
2023-07-09,7
2023-07-02,4
2023-06-25,7
2023-06-18,0
2023-06-11,5
2023-06-04,7
2023-05-28,4
2023-05-21,7
2023-05-14,5
2023-05-07,6
2023-04-30,4
2023-04-23,12
2023-04-16,6
2023-04-09,7
2023-04-02,12
2023-03-26,17
2023-03-19,100
2023-03-12,13
2023-03-05,7
2023-02-26,4
2023-02-19,5
2023-02-12,9
2023-02-05,7
2023-01-29,5
2023-01-22,7
2023-01-15,5
2023-01-08,43
2023-01-01,21
2022-12-25,46
2022-12-18,19
2022-12-11,24
2022-12-04,23
2022-11-27,22
2022-11-20,26
2022-11-13,97
