Semaine,Value
2023-10-29,24
2023-10-22,18
2023-10-15,20
2023-10-08,24
2023-10-01,23
2023-09-24,29
2023-09-17,29
2023-09-10,22
2023-09-03,17
2023-08-27,19
2023-08-20,18
2023-08-13,19
2023-08-06,22
2023-07-30,33
2023-07-23,37
2023-07-16,100
2023-07-09,61
2023-07-02,19
2023-06-25,16
2023-06-18,18
2023-06-11,20
2023-06-04,21
2023-05-28,15
2023-05-21,13
2023-05-14,13
2023-05-07,14
2023-04-30,17
2023-04-23,17
2023-04-16,14
2023-04-09,23
2023-04-02,15
2023-03-26,16
2023-03-19,17
2023-03-12,25
2023-03-05,26
2023-02-26,17
2023-02-19,18
2023-02-12,19
2023-02-05,19
2023-01-29,19
2023-01-22,18
2023-01-15,19
2023-01-08,19
2023-01-01,19
2022-12-25,23
2022-12-18,22
2022-12-11,20
2022-12-04,15
2022-11-27,16
2022-11-20,16
2022-11-13,15
2022-11-06,16
