Semaine,Value
2023-11-05,6
2023-10-29,4
2023-10-22,4
2023-10-15,5
2023-10-08,4
2023-10-01,5
2023-09-24,4
2023-09-17,4
2023-09-10,5
2023-09-03,6
2023-08-27,7
2023-08-20,6
2023-08-13,5
2023-08-06,8
2023-07-30,8
2023-07-23,25
2023-07-16,100
2023-07-09,7
2023-07-02,7
2023-06-25,6
2023-06-18,6
2023-06-11,8
2023-06-04,10
2023-05-28,7
2023-05-21,8
2023-05-14,10
2023-05-07,15
2023-04-30,9
2023-04-23,12
2023-04-16,6
2023-04-09,6
2023-04-02,10
2023-03-26,9
2023-03-19,8
2023-03-12,8
2023-03-05,5
2023-02-26,6
2023-02-19,6
2023-02-12,6
2023-02-05,10
2023-01-29,7
2023-01-22,8
2023-01-15,6
2023-01-08,6
2023-01-01,7
2022-12-25,8
2022-12-18,7
2022-12-11,7
2022-12-04,8
2022-11-27,8
2022-11-20,8
