Semaine,Value
2023-11-05,8
2023-10-29,6
2023-10-22,8
2023-10-15,9
2023-10-08,14
2023-10-01,11
2023-09-24,18
2023-09-17,41
2023-09-10,21
2023-09-03,7
2023-08-27,9
2023-08-20,19
2023-08-13,11
2023-08-06,10
2023-07-30,5
2023-07-23,5
2023-07-16,4
2023-07-09,7
2023-07-02,4
2023-06-25,3
2023-06-18,3
2023-06-11,3
2023-06-04,3
2023-05-28,3
2023-05-21,9
2023-05-14,4
2023-05-07,48
2023-04-30,4
2023-04-23,7
2023-04-16,4
2023-04-09,3
2023-04-02,3
2023-03-26,4
2023-03-19,4
2023-03-12,5
2023-03-05,4
2023-02-26,5
2023-02-19,4
2023-02-12,7
2023-02-05,8
2023-01-29,7
2023-01-22,8
2023-01-15,10
2023-01-08,9
2023-01-01,10
2022-12-25,17
2022-12-18,7
2022-12-11,19
2022-12-04,100
2022-11-27,16
2022-11-20,9
