Semaine,Value
2023-11-05,33
2023-10-29,15
2023-10-22,13
2023-10-15,64
2023-10-08,14
2023-10-01,20
2023-09-24,16
2023-09-17,22
2023-09-10,10
2023-09-03,9
2023-08-27,12
2023-08-20,16
2023-08-13,24
2023-08-06,14
2023-07-30,23
2023-07-23,15
2023-07-16,27
2023-07-09,31
2023-07-02,23
2023-06-25,14
2023-06-18,24
2023-06-11,30
2023-06-04,47
2023-05-28,62
2023-05-21,100
2023-05-14,32
2023-05-07,16
2023-04-30,9
2023-04-23,17
2023-04-16,14
2023-04-09,24
2023-04-02,19
2023-03-26,15
2023-03-19,7
2023-03-12,17
2023-03-05,31
2023-02-26,4
2023-02-19,10
2023-02-12,20
2023-02-05,16
2023-01-29,24
2023-01-22,20
2023-01-15,30
2023-01-08,21
2023-01-01,7
2022-12-25,12
2022-12-18,8
2022-12-11,18
2022-12-04,14
2022-11-27,10
2022-11-20,30
2022-11-13,19
