Semaine,Value
2023-11-05,48
2023-10-29,19
2023-10-22,28
2023-10-15,22
2023-10-08,24
2023-10-01,37
2023-09-24,24
2023-09-17,18
2023-09-10,19
2023-09-03,28
2023-08-27,17
2023-08-20,25
2023-08-13,25
2023-08-06,25
2023-07-30,22
2023-07-23,20
2023-07-16,25
2023-07-09,26
2023-07-02,33
2023-06-25,26
2023-06-18,20
2023-06-11,35
2023-06-04,24
2023-05-28,19
2023-05-21,100
2023-05-14,29
2023-05-07,35
2023-04-30,7
2023-04-23,18
2023-04-16,20
2023-04-09,12
2023-04-02,12
2023-03-26,28
2023-03-19,22
2023-03-12,24
2023-03-05,16
2023-02-26,20
2023-02-19,16
2023-02-12,25
2023-02-05,34
2023-01-29,24
2023-01-22,42
2023-01-15,22
2023-01-08,27
2023-01-01,26
2022-12-25,28
2022-12-18,41
2022-12-11,18
2022-12-04,10
2022-11-27,23
2022-11-20,24
2022-11-13,16
