Semaine,Value
2023-11-05,48
2023-10-29,58
2023-10-22,52
2023-10-15,62
2023-10-08,92
2023-10-01,79
2023-09-24,44
2023-09-17,49
2023-09-10,56
2023-09-03,100
2023-08-27,90
2023-08-20,65
2023-08-13,58
2023-08-06,47
2023-07-30,39
2023-07-23,52
2023-07-16,49
2023-07-09,48
2023-07-02,49
2023-06-25,47
2023-06-18,43
2023-06-11,51
2023-06-04,55
2023-05-28,55
2023-05-21,49
2023-05-14,50
2023-05-07,49
2023-04-30,41
2023-04-23,54
2023-04-16,39
2023-04-09,46
2023-04-02,41
2023-03-26,43
2023-03-19,35
2023-03-12,49
2023-03-05,41
2023-02-26,53
2023-02-19,56
2023-02-12,39
2023-02-05,40
2023-01-29,46
2023-01-22,34
2023-01-15,37
2023-01-08,35
2023-01-01,38
2022-12-25,50
2022-12-18,44
2022-12-11,41
2022-12-04,40
2022-11-27,36
2022-11-20,52
2022-11-13,46
