Semaine,Value
2023-11-05,31
2023-10-29,16
2023-10-22,0
2023-10-15,72
2023-10-08,64
2023-10-01,38
2023-09-24,68
2023-09-17,37
2023-09-10,47
2023-09-03,100
2023-08-27,58
2023-08-20,55
2023-08-13,66
2023-08-06,21
2023-07-30,28
2023-07-23,30
2023-07-16,54
2023-07-09,47
2023-07-02,42
2023-06-25,20
2023-06-18,41
2023-06-11,48
2023-06-04,34
2023-05-28,15
2023-05-21,59
2023-05-14,42
2023-05-07,39
2023-04-30,44
2023-04-23,26
2023-04-16,80
2023-04-09,52
2023-04-02,52
2023-03-26,0
2023-03-19,29
2023-03-12,51
2023-03-05,57
2023-02-26,49
2023-02-19,55
2023-02-12,37
2023-02-05,56
2023-01-29,43
2023-01-22,42
2023-01-15,20
2023-01-08,67
2023-01-01,46
2022-12-25,25
2022-12-18,70
2022-12-11,34
2022-12-04,54
2022-11-27,59
2022-11-20,55
2022-11-13,51
