Semaine,Value
2023-11-05,54
2023-10-29,51
2023-10-22,46
2023-10-15,49
2023-10-08,51
2023-10-01,53
2023-09-24,42
2023-09-17,45
2023-09-10,41
2023-09-03,43
2023-08-27,46
2023-08-20,98
2023-08-13,43
2023-08-06,46
2023-07-30,47
2023-07-23,54
2023-07-16,83
2023-07-09,100
2023-07-02,79
2023-06-25,54
2023-06-18,55
2023-06-11,52
2023-06-04,44
2023-05-28,52
2023-05-21,45
2023-05-14,47
2023-05-07,69
2023-04-30,51
2023-04-23,59
2023-04-16,45
2023-04-09,44
2023-04-02,46
2023-03-26,47
2023-03-19,50
2023-03-12,48
2023-03-05,39
2023-02-26,46
2023-02-19,39
2023-02-12,39
2023-02-05,40
2023-01-29,40
2023-01-22,36
2023-01-15,42
2023-01-08,45
2023-01-01,42
2022-12-25,52
2022-12-18,58
2022-12-11,43
2022-12-04,48
2022-11-27,42
2022-11-20,52
2022-11-13,42
