Semaine,Value
2023-11-05,26
2023-10-29,63
2023-10-22,27
2023-10-15,26
2023-10-08,41
2023-10-01,82
2023-09-24,29
2023-09-17,37
2023-09-10,38
2023-09-03,26
2023-08-27,23
2023-08-20,23
2023-08-13,32
2023-08-06,34
2023-07-30,28
2023-07-23,23
2023-07-16,33
2023-07-09,30
2023-07-02,29
2023-06-25,36
2023-06-18,39
2023-06-11,43
2023-06-04,48
2023-05-28,78
2023-05-21,100
2023-05-14,42
2023-05-07,27
2023-04-30,26
2023-04-23,31
2023-04-16,67
2023-04-09,48
2023-04-02,25
2023-03-26,23
2023-03-19,24
2023-03-12,21
2023-03-05,24
2023-02-26,52
2023-02-19,30
2023-02-12,34
2023-02-05,28
2023-01-29,25
2023-01-22,21
2023-01-15,28
2023-01-08,44
2023-01-01,57
2022-12-25,22
2022-12-18,18
2022-12-11,19
2022-12-04,19
2022-11-27,17
2022-11-20,21
