Semaine,Value
2023-10-29,0
2023-10-22,0
2023-10-15,0
2023-10-08,21
2023-10-01,20
2023-09-24,28
2023-09-17,18
2023-09-10,24
2023-09-03,0
2023-08-27,22
2023-08-20,9
2023-08-13,34
2023-08-06,42
2023-07-30,21
2023-07-23,15
2023-07-16,10
2023-07-09,44
2023-07-02,100
2023-06-25,53
2023-06-18,42
2023-06-11,32
2023-06-04,0
2023-05-28,26
2023-05-21,29
2023-05-14,10
2023-05-07,0
2023-04-30,25
2023-04-23,18
2023-04-16,22
2023-04-09,0
2023-04-02,23
2023-03-26,14
2023-03-19,27
2023-03-12,12
2023-03-05,22
2023-02-26,21
2023-02-19,16
2023-02-12,0
2023-02-05,9
2023-01-29,19
2023-01-22,22
2023-01-15,30
2023-01-08,36
2023-01-01,29
2022-12-25,34
2022-12-18,47
2022-12-11,40
2022-12-04,36
2022-11-27,74
2022-11-20,42
2022-11-13,61
