Semaine,Value
2023-11-05,15
2023-10-29,16
2023-10-22,14
2023-10-15,17
2023-10-08,16
2023-10-01,15
2023-09-24,20
2023-09-17,16
2023-09-10,16
2023-09-03,18
2023-08-27,20
2023-08-20,21
2023-08-13,28
2023-08-06,35
2023-07-30,49
2023-07-23,33
2023-07-16,28
2023-07-09,38
2023-07-02,100
2023-06-25,22
2023-06-18,16
2023-06-11,19
2023-06-04,18
2023-05-28,19
2023-05-21,17
2023-05-14,16
2023-05-07,15
2023-04-30,15
2023-04-23,13
2023-04-16,14
2023-04-09,14
2023-04-02,17
2023-03-26,20
2023-03-19,16
2023-03-12,21
2023-03-05,17
2023-02-26,15
2023-02-19,14
2023-02-12,14
2023-02-05,15
2023-01-29,17
2023-01-22,15
2023-01-15,14
2023-01-08,15
2023-01-01,15
2022-12-25,23
2022-12-18,21
2022-12-11,26
2022-12-04,30
2022-11-27,20
2022-11-20,20
