Actor,Followers,Is_In_IMDB,Score
Gregory Cooke,365,0,
Alexandrea Owens,19932,0,
Seth Adkins,805,0,
Michael Ensign,224,0,
Martin Hub,1086,0,
Mark Lindsay Chapman,414,0,
Richard Graham,149,0,
Paul Brightwell,204,0,
Charlotte Chatton,1282,0,
Fannie Brett,4118,0,
Jenette Goldstein,4670,0,
Camilla Overbye Roos,10,0,
Linda Kerns,90,0,
Amy Gaipa,95,0,
Martin Jarvis,315,0,
Rosalind Ayres,941,0,
Rochelle Rose,1290,0,
Brian Walsh,2634,0,
Rocky Taylor,709,0,
Craig Kelly,31209,0,
Liam Tuohy,2755,0,
Simon Crane,242,0,
James Lancaster,8520,0,
Elsa Raven,51,0,
Laramie Landis,1619,0,
John Walcutt,24,0,
Derek Lea,484,0,
Richard Ashton,1124,0,
Brendan Connolly,596,0,
Richard Fox,563,0,
Mark Capri,137,0,
Marc Cass,24,0,
Paul Herbert,803,0,
Emmett James,98129,0,
Chris Byrne,1057,0,
Oliver Page,1223,0,
James Garrett,627,0,
Erik Holland,195,0,
Tricia O'Neil,164,0,
Van Ling,153,0,
Shay Duffin,44,0,
Diana Morgan,1807,0,
Kris Andersson,64,0,
Anne Fletcher,87,0,
Scott Hislop,135,0,
Ellie Bensinger,244,0,
Alexandra Boyd,327,0,
Mike Butters,204,0,
James Cameron,651643,0,
Thomas Fiss,5350,0,
Tony Kenny,286,0,
Sean Lawlor,876,0,
Don Lynch,1960,0,
Johnny Martin,9397,0,
Ryan McClurkin,874,0,
Mike O'Neal,369,0,
Steven Quale,347,0,
Olivia Rosewood,961,0,
John Slade,28263,0,
Stephen Wolfe Smith,545,0,
Lucie Zolcerova,160,0,
Sebastian Stan,8840968,0,
Chadwick Boseman,12351421,0,
Paul Rudd,194911,0,
Emily VanCamp,1347030,0,
Tom Holland,66491098,0,
Frank Grillo,635021,0,
Daniel Br√ºhl,822093,0,
John Slattery,598,0,
Marisa Tomei,2219158,0,
John Kani,422,0,
Hope Davis,13178,0,
Gene Farber,13357,0,
Florence Kasumba,88207,0,
Alfre Woodard,76673,0,
Jim Rash,150242,0,
Joe Russo,57180,0,
Jackson Spidell,11110,0,
Heidi Moneymaker,53286,0,
Aaron Toney,120533,0,
Cale Schultz,3877,0,
Ann Russo,1352,0,
Joshua Peck,16992702,0,
Blair Jasin,785,0,
David de Vries,1512,0,
John Curran,4969,0,
Katie Amess,996,0,
Austin Sanders,291,0,
Brett Gentile,156,0,
Matthew Anderson,301221,0,
Ernest Charles,12269,0,
Nathaniel Ellis,28532,0,
Justin Freeman,10134,0,
Julian Grimes,800,0,
Aaron Hayes,896,0,
Austin Hooper,66421,0,
Amiri Jones,234,0,
Myles Joseph,1202,0,
Stephen Lewis,3928,0,
Stanley Sellers,103,0,
Jacob Sung,120,0,
Kim Scar,23,0,
Umar Khan,619364,0,
David Brown,24067,0,
Guy Fernandez,11062,0,
Sophia Russo,120509,0,
Amelia Morck,879,0,
Julianna Guill,42886,0,
Surely Alvelo,986,0,
Ray Sahetapy,48542,0,
Alexander Skarsg√•rd,42412,0,
Rihanna,152641592,0,
Brooklyn Decker,736746,0,
Tadanobu Asano,290618,0,
Gregory D. Gadson,71,0,
Hamish Linklater,47781,0,
Jesse Plemons,6114,0,
Jerry Ferrara,750122,0,
David Jensen,10391,0,
Peter Berg,146082,0,
Rico McClinton,1754,0,
Stephen Bishop,130651,0,
Rick Hoffman,1127297,0,
Gary Grubbs,298,0,
Rami Malek,120709,0,
Peter MacNicol,399,0,
Louis Lombardi,9554,0,
Jordan Kirkwood,352,0,
Lloyd Pitts,10577,0,
Natalia Castellanos,16818,0,
Leni Ito,5645,0,
Jackie Johnson,21937,0,
Dante Jimenez,94,0,
Ralph Richardson,59,0,
Yutaka Takeuchi,1237,0,
Drew Rausch,1291,0,
Chris Pratt,45529134,0,
Vincent D'Onofrio,228341,0,
Nick Robinson,1400135,0,
Ty Simpkins,195100,0,
Jake Johnson,1751609,0,
Omar Sy,3042972,0,
BD Wong,199772,0,
Judy Greer,528383,0,
Lauren Lapkus,490834,0,
Brian Tee,290321,0,
Katie McGrath,225397,0,
Andy Buckley,116670,0,
Eric Edelstein,8431,0,
Jimmy Fallon,26457357,0,
James DuMont,8094,0,
Matt Burke,3782,0,
Colin Trevorrow,51245,0,
Courtney J. Clark,2682,0,
Kelly Washington,33205,0,
Matthew Cardarople,338865,0,
Yvonne Angulo,243,0,
Chloe Perrin,31852,0,
Erika Erica,257,0,
Tiffany Forest,2244,0,
Javier Bardem,636223,0,
B√©r√©nice Marlohe,39957,0,
Ola Rapace,21189,0,
Bill Buckhurst,126,0,
Elize du Toit,26,0,
Tonia Sotiropoulou,217513,0,
Wolf Blitzer,276957,0,
Jens Hult√©n,1459,0,
Orion Lee,2066,0,
Yennis Cheung,201,0,
Alfred Molina,6471,0,
Scott Spiegel,115,0,
Joel McHale,586996,0,
Hal Sparks,105396,0,
Donnell Rawlings,529027,0,
Emily Deschanel,122163,0,
Daniel Dae Kim,737807,0,
Aasif Mandvi,45356,0,
Joey Diaz,1753516,0,
Vanessa Ferlito,23188,0,
Joy Bryant,140130,0,
John Landis,3527,0,
Phil LaMarr,84656,0,
Gregg Edelman,223,0,
Christine Estabrook,61,0,
Joanne Baron,3106,0,
Peter McRobbie,41,0,
Marc John Jefferies,95036,0,
Reed Diamond,3849,0,
Brendan Patrick Connor,225,0,
Dan Callahan,173,0,
Susie Park,364,0,
Brianna Brown,117451,0,
Tom Carey,16546,0,
Dan Hicks,6003,0,
Tony Campisi,102,0,
Molly Cheek,724,0,
Kelly Connell,231,0,
Roshon Fegan,488885,0,
Taylor Gilbert,741,0,
Timothy Jerome,152,0,
Elyse Dinh,110,0,
Anne Betancourt,44541,0,
Tim Storms,2156,0,
Bill Calvert,191,0,
Chloe Dykstra,84461,0,
Julia Max,11746,0,
Calvin Dean,3749,0,
Peter Cincotti,46952,0,
Peyton List,20914317,0,
Spencer List,511816,0,
Troy Metcalf,1561,0,
Scott Ross,12283,0,
Bonnie Somerville,49939,0,
Lou Volpe,223,0,
David Boston,31311,0,
Garrett Warren,53798,0,
Michael Arthur,394415,0,
Cindy Cheung,690,0,
Guy Pearce,2798,0,
Rebecca Hall,147725,0,
Jon Favreau,2511380,0,
Stephanie Szostak,59806,0,
William Sadler,2909,0,
Dale Dickey,300,0,
Miguel Ferrer,132,0,
Shaun Toub,46182,0,
Josh Elliott,419,0,
Megan Henderson,60641,0,
Bill Maher,791360,0,
Joan Rivers,287754,0,
George Kotsiopoulos,114452,0,
Ashley Hamilton,13489,0,
Kim Dean,267,0,
Anthony Reynolds,230,0,
Kendrick Cross,39452,0,
Tom Clark,1908,0,
John Eddins,100,0,
Spencer Garrett,16480,0,
Sarah Burkhardt,375,0,
Jan Broberg,10728,0,
Andrew Lauer,928,0,
Nate Bynum,639,0,
Andrew Lander,656,0,
Tom Virtue,59,0,
Bobby Tisdale,1470,0,
Yvonne Zima,54,0,
Adam Pally,133336,0,
Cullen Moss,90584,0,
Rebecca Mader,676550,0,
Kevin Arnold,18977,0,
Adam Lytle,30778,0,
Phil Ortiz,913,0,
Gwendalyn Barker,1507,0,
Steve Wilder,17558,0,
Karina Florez,2397,0,
Mike Massa,4409,0,
Johanna Yunda,2968,0,
Wesley Thompson,31642,0,
Jenna Ortega,39887276,0,
Chad Kurtz,27,0,
Cal Johnson,497724,0,
Corey Hawkins,122623,0,
Linden Ashby,251545,0,
Sarah Farooqui,1331,0,
Sala Baker,9755,0,
Nick Brandon,107854,0,
Dan Brown,222433,0,
Fernando Chien,23,0,
Kiante Elam,6,0,
Colin Follenweider,933,0,
Aja Frary,10180,0,
Mark Ginther,854,0,
Adrian Gonzalez,277887,0,
Dennis Keiffer,854,0,
Samuel Le,90207,0,
Tara Macken,25106,0,
Jade Quon,2297,0,
Philip J Silvera,8370,0,
Brian Simpson,126516,0,
Chris Gethard,62262,0,
Bridger Zadina,3167,0,
Mia Wasikowska,48055,0,
Crispin Glover,49511,0,
Marton Csokas,5500,0,
Lindsay Duncan,366,0,
Matt Lucas,356290,0,
Geraldine James,236845,0,
Leo Bill,1459,0,
Frances de la Tour,36,0,
Michael Sheen,37570,0,
Paul Whitehouse,4417,0,
Michael Gough,1311,0,
Imelda Staunton,1452,0,
Eleanor Tomlinson,243513,0,
Jemma Powell,11637,0,
Eleanor Gecks,1906,0,
Rebecca Crookshank,2533,0,
Holly Hawkins,371,0,
Lucy Davenport,4625,0,
Joel Swetow,4,0,
Jessica Oyelowo,22351,0,
Chris Grabher,967,0,
Bonnie Parker,2532,0,
Dale Mercer,24300,0,
Cortney Palm,15659,0,
Hugh Jackman,31407932,0,
Halle Berry,8608423,0,
Patrick Stewart,1732587,0,
Famke Janssen,16298,0,
Anna Paquin,449340,0,
Kelsey Grammer,40504,0,
Shawn Ashmore,219005,0,
Aaron Stanford,15434,0,
Ellen Page,5898941,0,
Rebecca Romijn,281494,0,
Vinnie Jones,240327,0,
Ben Foster,643155,0,
Daniel Cudmore,18812,0,
Dania Ramirez,1089563,0,
Cameron Bright,2951,0,
Ken Leung,158,0,
Eric Dane,3298446,0,
Omahyra Mota,34905,0,
Meiling Melan√ßon,11221,0,
Shauna Kain,836,0,
Michael Murphy,501561,0,
Shohreh Aghdashloo,674096,0,
Josef Sommer,706,0,
Bill Duke,75036,0,
Haley Ramm,84623,0,
Cayden Boyd,133006,0,
Alex Ferris,2393,0,
Olivia Williams,1163,0,
Billy Crystal,3180,0,
John Goodman,269,0,
Steve Buscemi,7795,0,
Helen Mirren,1152859,0,
Noah Johnston,13206,0,
Peter Sohn,10343,0,
Joel Murray,10962,0,
Sean Hayes,1442993,0,
Dave Foley,32324,0,
Charlie Day,1690379,0,
Tyler Labine,200134,0,
Nathan Fillion,1468075,0,
Aubrey Plaza,4570079,0,
Bobby Moynihan,215882,0,
Julia Sweeney,695,0,
Bonnie Hunt,56367,0,
John Krasinski,4876289,0,
Beth Behrs,1274984,0,
Bob Peterson,1656,0,
John Ratzenberger,219,0,
Frank Oz,79,0,
Ava Acres,32312,0,
Shia LaBeouf,7395,0,
Megan Fox,21650255,0,
Josh Duhamel,2310914,0,
Rainn Wilson,3525687,0,
Tyrese Gibson,18090628,0,
John Turturro,19148,0,
Kevin Dunn,246,0,
Julie White,811,0,
Ram√≥n Rodr√≠guez,31633,0,
Isabel Lucas,219672,0,
Glenn Morshower,2677,0,
Marc Evan Jackson,212004,0,
Peter Cullen,8814,0,
Arnold Chun,1880,0,
Katie Lowes,390054,0,
Mark Ryan,38324,0,
Reno Wilson,100453,0,
Jess Harnell,70299,0,
Robert Foxworth,794,0,
Andr√© Sogliuzzo,1712,0,
Grey Griffin,95751,0,
Tony Todd,74891,0,
Charlie Adler,4054,0,
Frank Welker,280,0,
Tom Kenny,11489,0,
Michael York,295,0,
John Eric Bentley,3746,0,
America Olivo,8468,0,
Andrew Howard,3421,0,
Matthew Marsden,15568,0,
Deep Roy,45133,0,
Mark Wahlberg,25814936,0,
Stanley Tucci,4012132,0,
Nicola Peltz,3087180,0,
Jack Reynor,63088,0,
Titus Welliver,66599,0,
Sophia Myles,13472,0,
Li Bingbing,589879,0,
T.J. Miller,343637,0,
James Bachman,356,0,
Greg Anderson,117097,0,
Melanie Specht,81898,0,
Victoria Summer,29357,0,
Han Geng,254611,0,
Kevin Covais,3355,0,
Ken Watanabe,50632,0,
John DiMaggio,57786,0,
Mark Rolston,2352,0,
Charles Parnell,11060,0,
Erika Fong,53408,0,
Glenn Keogh,2057,0,
Richard Gallion,7198,0,
Kassem Gharaibeh,110901,0,
Tyrone Smith,114303,0,
Candice Zhao,1565,0,
Cleo King,3578,0,
Patrick Bristow,174,0,
Michael Wong,42185,0,
Mila Kunis,1430603,0,
Rachel Weisz,206139,0,
Michelle Williams,1218739,0,
Zach Braff,1509609,0,
Bill Cobbs,901,0,
Tony Cox,6586,0,
Stephen R. Hart,115601,0,
Abigail Spencer,800711,0,
Tim Holmes,775,0,
William Dick,34,0,
Gene Jones,1649,0,
Shannon Murray,12179,0,
Ciar·n Hinds,1116,0,
David Backus,7644,0,
Ciar�n Hinds,1117,0,
James Embree,223,0,
Edmund Kente,2232,0,
Nicholas Woodeson,,0,
Kyle Agnew,949,0,
Jared Cyr,7428,0,
Rosemary Harris,,0,
Hal Fishman,,0,
Rogelio T. Ramos,1904,0,
Kathryn Bryding,5837098,0,
Joe Virzi,365,0,
Bill E. Rogers,2013,0,
Paul Terrell Clayton,637,0,
Carolyn Neff,2382,0,
Derrick 'Phoenix' Thomas,2668,0,
Anne Gartlan,222,0,
Jim Coope,29,0,
A.J. Adelman,17527,0,
Angelis Alexandris,16295,0,
Dawn Marie Anderson,3706,0,
Anya Avaeva,,0,
Tiffany L. Baker,3929,0,
Marc C. Cancassi,,0,
Michael Ciesla,219,0,
Irina Costa,602,0,
John Crann,26,0,
Amy V. Dewhurst,883,0,
Paul Edney,1095,0,
Keith Fausnaught,442,0,
Amanda Florian,3075,0,
Brianna Leann Florian,3684,0,
Tiffany Ashley Florian,676,0,
Shaun Patrick Flynn,5146,0,
Tony Galtieri,718,0,
Chuck Gerena,,0,
Brian Hopson,5152,0,
Julie Jei,117,0,
Alyssa Lakota,,0,
Tia Latrell,21126,0,
Pierangeli Llinas,234,0,
Bernadette Lords,680,0,
Laura McDavid,49,0,
Natalie McNeil,28004,0,
Daniel Mignault,314,0,
Michele-Nanette Miller,232,0,
Claudia Katz Minnick,75,0,
Nick Poltoranin,0,0,
Arick Salmea,19421,0,
Abbey Skinner,1197,0,
Kristin Somo,,0,
Christopher Stadulis,,0,
Aija Terauda,11,0,
Brigid Turner,3177,0,
Evelyn Vaccaro,2578,0,
Nick Vlassopoulos,839,0,
Silq Webster,148037,0,
Graig F. Weich,56714,0,
Fredrick Weiss,3633,0,
Ray Wineteer,,0,
Byron Howard,,0,
Stellan Skarsg�rd,11051,0,
Gareth Kieran Jones,12168,0,
Chan Woo Lim,1377,0,
Minhee Yeo,1146,0,
Kabelo Thai,16048,0,
Lele Leowaba,134,0,
Harriet Manamela,25715,0,
Beulah Hashe,,0,
Musca Kumalo,548,0,
Mathapelo September,,0,
Chioma Anyanwu,1152,0,
Isabella Poynton,,0,
Sunny Yeo,502,0,
Namju Go,266,0,
Mina Kweon,136099,0,
Verity Hewlett,44,0,
Michael Matovski,6,0,
Riccardo Richetta,988,0,
Monty Mclaren-Clark,,0,
Julia Krynke,420,0,
Barry Aird,322,0,
Jaiden Stafford,,0,
Dilyana Bouklieva,1332,0,
Joti Nagra,5,0,
Nick W. Nicholson,3042,0,
Isabella Laughland,,0,
Chad Krowchuk,,0,
Erika R. Erickson,10219,0,
Hanna Dworkin,,0,
Anish Jethmalani,760,0,
Natalee Arteaga,227,0,
Keith D. Gallagher,573,0,
Alicia Regan,1286,0,
Julius Tennon,,0,
Ahney Her,,0,
Kristine Cabanban,1515,0,
Sammy A. Publes,503,0,
Jay R. Adams,1318,0,
David Midura,72,0,
Kirill Ostapenko,101,0,
Henry Frost III,,0,
John Lepard,39707,0,
Sandra Love Aldridge,57,0,
Graham W.J. Beal,190,0,
Henri Franklin,2638,0,
T.J. Martinelli,531,0,
Anne Marie Damman,626,0,
Henrietta Hermelin,25,0,
Greg Violand,1369,0,
Tiren Jhames,,0,
Duvale Murchison,1264,0,
Thomas J. Fentress,384,0,
Coburn Goss,,0,
Jeff Hanlin,1313,0,
Gary A. Hecker,137,0,
Barton Bund,871,0,
Patrick O'Connor Cronin,285891,0,
Sonja Crosby,213,0,
Diana Gaitirira,894,0,
Esodie Geiger,,0,
Scott Edward Logan,390,0,
Marcus Goddard,412,0,
Cruz Gonzalez-Cadel,2231,0,
Marcel Shihadeh,490,0,
Theo Bongani Ndyalvane,5514,0,
Satori Shakoor,,0,
Debbie Scaletta,1275,0,
Taras Los,113,0,
Jason Hughley,,0,
Sidi Henderson,6101,0,
Meighan Gerachis,,0,
Axel Harney,309,0,
Wayne E. Brown,248,0,
Shannon Garnett,426,0,
Lynch R. Travis,508,0,
Carmen Gangale,1075,0,
Marcelo Bem,531,0,
Tim Pigott-Smith,,0,
Joaqu�n Cosio,290089,0,
Gustavo Nanez,11564,0,
Mark Wakeling,1056,0,
David Decio,464,0,
Alexandra Prusa,511,0,
Alexandre Krawetz,3491,0,
Fernando Guill�n Cuervo,9954,0,
Jes�s Ochoa,48792,0,
Brendan O'Hea,,0,
Dermot Keaney,259,0,
Jonathan Linsley,68,0,
John Boswall,395,0,
Luke de Woolfson,1571,0,
Ho-Kwan Tse,294,0,
Christopher S. Capp,776,0,
Saginaw Grant,,0,
Chad Brummett,198,0,
Luz P. Mendez,69,0,
Laina Loucks,460,0,
Devon J. Adams,2706,0,
Desirae Anslover,,0,
Charlotte Cormier,1652,0,
Megan Pribyl,1086,0,
Briana Van Schuyver,530,0,
Julie Stracener,525,0,
Jason E. Hill,2262,0,
Bob Rumnock,764,0,
Argos MacCallum,261944,0,
Robert Gerdisch,,0,
Raj Lal,18995,0,
Skandar Keynes,13827,0,
Dami�n Alc�zar,5024,0,
Sim�n Andreu,21664,0,
Kl�ra Issov�,34553,0,
Dieter Riesle,109,0,
Maximiliano Hern�ndez,2038,0,
Tina Benko,,0,
Kirill Nikiforov,117,0,
M'laah Kaur Singh,5535,0,
Katsumi Komatsu,575,0,
Yumiko Komatsu,94,0,
Momoko Komatsu,52,0,
William-Christopher Stephens,,0,
Sharita Bone,804,0,
Jason Botsford,1334,0,
Mary Kate Campbell,665,0,
Gene N. Chavez,185,0,
Rick Dremann,,0,
Rod Fielder,,0,
Carmen Dee Harris,1696,0,
Alexander Christopher Jones,3638,0,
Mike Karban,671,0,
Demoine Kinney,111,0,
Andrew Knode,4597,0,
Kimberly J. Mahoney,9558,0,
Todd Manes,129,0,
Jorge Mardel,41,0,
Tiffany Sander McKenzie,174,0,
Holly Neelie,637,0,
Caleb Daniel Noal,8838,0,
Nate Paige,728,0,
Martin Palmer,2689,0,
Maria Perossa,169,0,
Caleb Pieplow,366,0,
Alexander Daniel Pimentel,929,0,
Frank Powers,725,0,
Brent Reichert,807,0,
Kelly Ruble,57,0,
Robert B. Schneider IV,478,0,
Jeff Seich,,0,
Christina Shaffer,338,0,
Alonda Shevette,27603,0,
Douglas Slygh,573,0,
Robert P. Thitoff,1046019,0,
Jerry Lee Tucker,309,0,
Chris Vaina,1940,0,
Seth Zielicke,514,0,
Alex DeCourville,1331,0,
Andrea-Nichole Olivas,190,0,
Pen�lope Cruz,6807196,0,
Astrid Berg�s-Frisbey,174241,0,
Damian O'Hare,871,0,
�scar Jaenada,288605,0,
Danny Le Boyer,1710,0,
Alan J. Utley-Moore,13375,0,
Siegfried Peters,174,0,
Alice Eve,384251,0,
Mela Hudson,,0,
Stephen Hunter,945,0,
Dean O'Gorman,36966,0,
Aidan Turner,20417,0,
John Callen,287,0,
Peter Hambleton,14,0,
Jed Brophy,13798,0,
Mark Hadlow,,0,
Adam Brown,10441,0,
Cate Blanchett,507377,0,
Hugo Weaving,3460,0,
Billy Connolly,,0,
Kelly Kilgour,,0,
Conan Stevens,,0,
Sally Field,22318,0,
Charlie DePew,79534,0,
Andy Gladbach,315,0,
Ring Hendricks-Tellefsen,,0,
Milton Gonz�lez,8290,0,
Ty Upshaw,111,0,
Jody Cosgrove-Kao,,0,
Miranda LaDawn Hill,1968,0,
Amy Novondo,1755,0,
L�a Seydoux,100704,0,
Jonathan Zacca�,297,0,
Gerard McSorley,,0,
Denis M�nochet,,0,
Charlie Rowe,100699,0,
Steven Loton,161,0,
Michael Antoniou,1678,0,
Mark Mottram,14,0,
Helen Soraya,909,0,
Lobo Chan,6,0,
Pip Mushin,374,0,
Ric Herbert,67,0,
Tiriel Mora,3,0,
John Wraight,98,0,
Frank Edwards,1015014,0,
Crawford Thomson,4136,0,
Chic Littlewood,32404,0,
Lewis Abernathy,,0,
Lew Palter,,0,
Anatoly M. Sagalevitch,66,0,
Ron Donachie,,0,
Jonathan Evans-Jones,,0,
Reece P. Thompson III,2836,0,
Mark Rafael Truitt,,0,
Terry Forrestal,1629,0,
Sean Nepita,,0,
David Cronnelly,,0,
Garth Wilton,1985,0,
Nick Meaney,17018,0,
Kevin Owers,125,0,
Jari Kinnunen,600,0,
Anders Falk,2879,0,
Barry Dennen,,0,
Vern Urich,2141473,0,
Rebecca Klingler,47,0,
Kathleen S. Dunn,256,0,
Romeo Francis,411,0,
Mandana Marino,79,0,
Bj�rn Olsen,111,0,
Dan Pettersson,3600,0,
Bobbie Bates,264,0,
Aaron James Cash,6118,0,
Edmond Alan Forsyth,,0,
Andie Hicks,40,0,
Stan Mazin,216584,0,
Lisa Ratzin,269,0,
Brian Baines,241,0,
Bruno Campolo,3,0,
Chris Cragnotti,203,0,
Kevyn Currie,355,0,
Kevin De La Noy,205,0,
Griffin Howell,1194,0,
Sean Howse,161,0,
Bret Aaron Knower,217,0,
George Kosty III,107,0,
George Kosty Jr.,107,0,
Geoffrey C. Kosty,1347,0,
Gregory Charles Kosty,238,0,
John Leonhardt,42,0,
Miguel A. Lomelin,27,0,
Meghan McLeod,859,0,
Julian Oros,10372,0,
Phil Parlapiano,807,0,
Judy Prestininzi,,0,
R. Gern Trowbridge,204,0,
Francisco V�ldez,2107,0,
Daniel Br�hl,822087,0,
Michael A. Cook,1266,0,
Laughton Parchment,,0,
Yi Long,,0,
Sven H�nig,158,0,
Be Satrazemis,12355,0,
Oli Bigalke,1940,0,
Rafael Banasik,,0,
Andrew Botchwey,1631,0,
Chase Bradfield,1574,0,
Hendricks Coates,39,0,
Ethan Condon,876,0,
Shen Dynes,419,0,
Jariah Ferguson,9791,0,
Evan Ffrench,772,0,
Ralphael Grand'Pierre,1762,0,
Jacob Ludwick,856,0,
D'Mahrei McRae,2612932,0,
Ashwin Mudaliar,140,0,
Eli Ollinger,801,0,
Parker Pape,342,0,
Daniel Parada,15427,0,
Jonah Ruffin,5549,0,
Darryl Sampson,1353,0,
Cameron Sardone,,0,
Miles Selles,5836,0,
Caden Wilkinson,958,0,
Jessica Walther-Gabory,556,0,
Beniamino Brogi,496,0,
Silvina Buchbauer,738,0,
Henry Amadi,303,0,
Ugochukwu Ani,188,0,
Michael Anthony Rogers,81,0,
Kevin LaRosa Jr.,84921,0,
